emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
accounting associates,5.0,NJ,MORTGAGE,55000.0,Not Verified,20.58,,,,1,5.0,1996,2,33,11,339723,25684,0,0,,0,0,3,3,11.0,11,0.0,0,1,13000,25,7,3,2,90.9,0,0,debt_consolidation,individual,7325,36,11.99,243.26,B,B5,Jan-2018,Current,whole,Cash,6634.45,968.16,690.55,277.61,0.0
eeo lead officer,0.0,MD,MORTGAGE,60000.0,Not Verified,15.96,,,,0,54.0,2005,1,41,16,141348,113519,0,1,54.0,0,696,7,5,2.0,16,0.0,0,1,4000,10,9,6,0,82.5,1,0,debt_consolidation,individual,10000,36,15.05,346.9,C,C4,Jan-2018,Current,whole,Cash,8628.72,2014.52,1371.28,643.24,0.0
sr it system eng,4.0,NY,MORTGAGE,64600.0,Source Verified,27.23,160600.0,Source Verified,16.0,1,21.0,2010,0,16,10,59600,41660,0,0,,0,535,2,4,13.0,10,0.0,0,3,15300,11,8,5,0,85.7,0,0,home_improvement,joint,16800,36,17.09,599.72,D,D1,Feb-2018,Current,fractional,Cash,15327.07,2382.93,1472.93,910.0,0.0
lab tech,10.0,TX,RENT,39800.0,Verified,14.05,,,,0,,2007,0,7,6,28400,15710,0,0,,0,152,0,1,13.0,6,0.0,0,2,10000,6,6,4,0,100.0,0,0,home_improvement,individual,35000,60,20.0,927.29,D,D4,Feb-2018,Current,whole,Cash,33589.39,3670.27,1410.61,2259.66,0.0
technical support program analyst,3.0,CA,RENT,63288.0,Source Verified,22.24,,,,0,,2004,1,8,5,60671,44704,0,0,,0,0,3,1,2.0,5,0.0,0,2,15000,3,2,2,0,100.0,0,0,other,individual,1500,36,17.47,53.84,D,D1,Mar-2018,Current,whole,Cash,1402.59,158.61,97.41,61.2,0.0
,,MD,OWN,63000.0,Not Verified,30.0,,,,0,32.0,2001,1,25,16,314313,98611,0,0,34.0,0,52,3,8,7.0,16,0.0,0,3,37600,20,12,3,2,76.0,0,0,debt_consolidation,individual,20000,60,21.85,550.68,D,D5,Mar-2018,Late (31-120 days),whole,Cash,20000.0,0.0,0.0,0.0,0.0
,,NY,RENT,28000.0,Source Verified,0.0,,,,0,,2000,0,4,0,0,0,0,0,,0,0,0,0,20.0,0,0.0,0,0,0,2,0,0,0,100.0,0,0,major_purchase,individual,2500,36,21.85,95.29,D,D5,Mar-2018,In Grace Period,whole,Cash,2399.56,187.55,100.44,87.11,0.0
hr specialist,7.0,MD,OWN,106000.0,Verified,13.23,,,,2,14.0,1997,0,30,12,709773,85599,0,0,63.0,0,0,1,4,13.0,12,0.0,0,2,12300,17,8,7,6,79.3,0,0,debt_consolidation,individual,11600,36,10.91,379.28,B,B4,Feb-2018,Current,whole,Cash,10489.71,1510.09,1110.29,399.8,0.0
civil engineer ,10.0,FL,MORTGAGE,145000.0,Source Verified,11.18,270000.0,Source Verified,20.36,1,2.0,1996,0,31,15,832225,57979,0,0,,0,0,2,4,15.0,15,0.0,0,1,51400,18,10,1,5,96.8,0,0,car,joint,30000,60,19.03,778.72,D,D3,Jan-2018,Current,whole,Cash,28436.34,3830.17,1563.66,2266.51,0.0
maintenance,10.0,NY,RENT,53000.0,Verified,26.43,,,,0,,2001,2,37,24,81862,32088,0,0,,0,0,2,12,4.0,24,0.0,0,6,31400,31,22,10,0,100.0,0,0,debt_consolidation,individual,18000,60,19.03,467.23,D,D3,Feb-2018,Current,whole,Cash,17445.97,1382.66,554.03,828.63,0.0
nurse,3.0,WA,MORTGAGE,87500.0,Source Verified,10.64,,,,0,45.0,1996,0,29,13,37451,27604,0,0,45.0,0,0,1,4,13.0,13,0.0,0,8,21600,20,12,10,1,86.2,0,0,credit_card,individual,20000,60,15.04,476.22,C,C4,Mar-2018,Current,whole,Cash,19314.82,1395.24,685.18,710.06,0.0
sales consultant ,1.0,WI,RENT,40000.0,Verified,35.67,,,,0,,2011,2,15,7,80103,55626,0,0,,0,0,4,3,7.0,7,0.0,0,3,18600,4,3,3,0,100.0,0,0,debt_consolidation,individual,8000,36,13.58,271.8,C,C2,Mar-2018,Current,whole,Cash,7450.02,803.33,549.98,253.35,0.0
transportation supervisor,3.0,OH,MORTGAGE,54625.0,Source Verified,24.67,,,,1,20.0,2004,0,19,14,54473,40718,0,0,,0,0,1,0,,14,0.0,0,11,14400,14,13,13,0,89.5,0,0,credit_card,individual,16000,36,5.31,481.77,A,A1,Mar-2018,Current,whole,DirectPay,15176.24,954.1,823.76,130.34,0.0
machine operator,8.0,SC,MORTGAGE,83000.0,Source Verified,30.1,146000.0,Source Verified,25.16,0,,2010,3,15,9,73180,51354,0,0,,0,0,2,3,1.0,9,0.0,0,6,31700,9,7,6,0,100.0,0,0,credit_card,joint,35000,60,19.03,908.5,D,D3,Feb-2018,Current,whole,Cash,33552.17,3651.38,1447.83,2203.55,0.0
owner,4.0,MI,MORTGAGE,18000.0,Source Verified,22.4,,,,0,,1989,0,18,7,29600,8702,0,1,,0,0,1,4,13.0,7,0.0,0,2,15400,13,6,2,0,100.0,0,1,home_improvement,individual,10000,60,15.04,238.11,C,C4,Mar-2018,Current,whole,Cash,9773.03,467.86,226.97,240.89,0.0
analyst,0.0,NY,RENT,63000.0,Not Verified,9.68,,,,0,,1996,4,4,4,40423,23050,0,0,,0,0,1,3,5.0,4,0.0,0,3,31500,3,3,3,0,100.0,0,0,credit_card,individual,9600,36,23.87,375.99,E,E2,Mar-2018,Current,fractional,Cash,9033.8,1115.24,566.2,549.04,0.0
network admin,3.0,FL,RENT,60000.0,Source Verified,1.71,,,,0,52.0,2007,8,21,14,35527,44661,0,0,52.0,0,0,12,4,2.0,14,0.0,0,0,0,4,2,2,0,95.0,0,0,moving,individual,5000,36,16.02,175.84,C,C5,Jan-2018,Current,fractional,Cash,4439.78,876.69,560.22,316.47,0.0
broker associate,7.0,IL,RENT,50000.0,Verified,35.77,,,,1,7.0,1995,5,37,12,112343,99615,0,0,,0,0,3,3,0.0,12,0.0,0,2,10700,16,9,3,2,97.3,0,0,debt_consolidation,individual,12800,36,21.45,485.21,D,D5,Jan-2018,Current,whole,Cash,11471.29,2387.92,1328.71,1059.21,0.0
sterilization tech ,7.0,CA,RENT,65000.0,Not Verified,18.37,,,,0,60.0,2003,2,19,11,56450,38553,0,1,60.0,0,300,1,3,5.0,11,0.0,0,4,9500,16,10,8,1,94.4,0,1,debt_consolidation,individual,20000,60,16.02,486.58,C,C5,Jan-2018,Current,whole,Cash,18872.39,2397.3,1127.61,1269.69,0.0
director of clinic operations,7.0,MO,MORTGAGE,71240.0,Not Verified,30.15,109740.0,Not Verified,19.87,0,,2006,3,27,13,275458,113642,0,0,,0,0,5,5,4.0,13,0.0,0,4,25800,9,7,5,2,100.0,0,0,credit_card,joint,17000,36,7.96,532.41,A,A5,Mar-2018,Current,whole,Cash,15732.7,1589.71,1267.3,322.41,0.0
sales manager ,0.0,NJ,MORTGAGE,240000.0,Verified,3.77,,,,3,7.0,1989,1,28,11,779847,111239,0,0,39.0,0,0,0,1,8.0,11,0.0,0,4,22700,15,7,5,9,70.4,0,0,house,individual,21000,60,12.61,473.64,C,C1,Mar-2018,Late (16-30 days),whole,Cash,20491.41,932.57,508.59,423.98,0.0
,,MD,MORTGAGE,32000.0,Verified,31.32,,,,1,13.0,2000,0,11,3,48358,17209,0,0,,0,0,1,0,,3,0.0,0,2,5100,8,2,2,0,63.6,0,0,debt_consolidation,individual,10000,36,14.07,342.12,C,C3,Mar-2018,Current,whole,Cash,9547.62,676.42,452.38,224.04,0.0
information technology,7.0,FL,MORTGAGE,73000.0,Source Verified,22.78,131000.0,Source Verified,16.73,0,36.0,2003,2,23,11,330937,61210,0,0,38.0,0,251,5,5,5.0,11,0.0,0,3,5500,9,5,5,5,65.2,0,0,home_improvement,joint,30000,60,17.47,753.18,D,D1,Mar-2018,Current,whole,Cash,29036.82,2230.42,963.18,1267.24,0.0
,,CA,RENT,7800.0,Not Verified,32.0,27400.0,Not Verified,21.99,0,,2012,2,7,6,9600,6106,0,1,,0,0,0,1,2.0,6,0.0,0,2,6600,6,6,3,0,100.0,0,1,credit_card,joint,10000,36,16.02,351.67,C,C5,Jan-2018,Current,whole,Cash,9109.69,1437.83,890.31,547.52,0.0
customer service rep,10.0,MO,MORTGAGE,67000.0,Verified,33.7,,,,0,41.0,1995,0,33,18,203734,40310,0,0,41.0,0,150,2,6,14.0,18,0.0,0,4,8400,28,15,8,1,84.4,0,0,debt_consolidation,individual,30000,60,18.45,769.17,D,D2,Mar-2018,Current,whole,Cash,29379.43,1476.84,620.57,856.27,0.0
"director, field operations",10.0,TX,RENT,145000.0,Source Verified,24.75,,,,1,3.0,2001,1,33,19,244929,75961,0,0,78.0,0,0,6,4,9.0,19,0.0,0,5,48600,22,12,5,2,90.9,0,0,credit_card,individual,27000,60,7.97,547.08,A,A5,Jan-2018,Current,whole,DirectPay,25136.64,2723.44,1863.36,860.08,0.0
truck driver,0.0,MN,MORTGAGE,90000.0,Verified,22.17,,,,2,5.0,1993,8,30,17,341648,50585,0,0,35.0,0,0,2,4,1.0,17,0.0,0,7,11200,19,14,12,3,93.3,0,0,credit_card,individual,20000,36,15.04,693.7,C,C4,Mar-2018,Fully Paid,fractional,DirectPay,0.0,20677.903182665,20000.0,677.9,0.0
second shift supervisor operations,10.0,NY,RENT,80000.0,Source Verified,20.27,,,,0,,1988,0,13,6,64566,54131,0,0,,0,0,3,5,14.0,6,0.0,0,2,14700,4,3,3,0,100.0,0,0,credit_card,individual,12000,60,21.45,327.69,D,D5,Jan-2018,Current,whole,Cash,11413.45,1609.85,586.55,1023.3,0.0
sales director,1.0,TX,OWN,30000.0,Verified,37.4,,,,0,39.0,1986,1,21,9,52297,27277,0,0,42.0,0,0,2,3,0.0,9,0.0,0,4,17600,13,7,6,0,71.4,0,0,debt_consolidation,individual,5000,36,16.01,175.81,C,C5,Mar-2018,Current,whole,Cash,4668.31,518.54,331.69,186.85,0.0
engineer,7.0,WA,MORTGAGE,98000.0,Not Verified,17.83,,,,1,4.0,2005,0,30,11,546050,56980,0,0,,0,0,3,4,18.0,10,,0,6,62750,19,6,4,2,93.0,0,0,medical,individual,6000,36,11.98,199.23,B,B5,Mar-2018,Current,whole,Cash,4894.78,1235.55,1105.22,130.33,0.0
owner,10.0,TX,OWN,36000.0,Not Verified,31.96,,,,0,38.0,1985,0,20,11,57147,33254,0,1,,0,0,2,5,17.0,11,0.0,0,4,12700,10,8,5,0,84.2,1,0,debt_consolidation,individual,12000,36,10.42,389.58,B,B3,Jan-2018,Current,whole,Cash,10548.1,1930.53,1451.9,478.63,0.0
general manager,1.0,TX,MORTGAGE,50000.0,Not Verified,37.28,,,,0,,2006,5,18,10,86063,59455,0,0,,0,1053,4,5,4.0,10,0.0,0,2,7000,8,6,4,0,100.0,0,0,vacation,individual,5000,36,16.02,175.84,C,C5,Jan-2018,Current,fractional,Cash,4439.79,874.75,560.21,314.54,0.0
team manager,0.0,FL,MORTGAGE,67000.0,Not Verified,19.25,,,,1,7.0,2005,3,25,9,72964,35985,0,0,,0,0,1,5,3.0,9,0.0,0,4,42400,19,8,5,0,96.0,0,0,credit_card,individual,18000,36,16.01,632.92,C,C5,Mar-2018,Current,whole,Cash,15164.27,3398.61,2835.73,562.88,0.0
rn,5.0,FL,MORTGAGE,70000.0,Not Verified,34.27,140000.0,Not Verified,24.65,0,42.0,2005,2,35,21,546981,63220,0,0,,0,0,7,7,6.0,21,0.0,0,7,28800,16,12,10,4,97.1,0,0,credit_card,joint,12000,36,15.04,416.22,C,C4,Feb-2018,Current,whole,Cash,11192.5,1262.58,807.5,455.08,0.0
over the road driver,4.0,WV,RENT,75000.0,Source Verified,9.44,,,,0,,2014,4,13,8,43332,31897,0,0,,0,0,1,12,1.0,8,0.0,0,2,9200,8,7,3,0,100.0,0,0,debt_consolidation,individual,25000,36,19.42,921.72,D,D3,Feb-2018,Current,whole,Cash,22880.7,3659.91,2119.3,1540.61,0.0
detective,10.0,GA,MORTGAGE,55000.0,Verified,50.91,160000.0,Verified,28.79,0,68.0,2003,0,30,12,353600,66115,0,0,,0,0,1,3,14.0,12,0.0,0,4,28100,26,10,9,1,96.7,0,0,credit_card,joint,10400,36,16.02,365.74,C,C5,Jan-2018,Current,whole,Cash,9234.8,1819.44,1165.2,654.24,0.0
,,CA,MORTGAGE,35000.0,Verified,45.75,79000.0,Source Verified,32.4,0,,2003,1,19,8,336340,52079,0,0,,0,0,3,2,3.0,8,0.0,0,1,6500,6,4,1,2,100.0,0,0,credit_card,joint,19800,60,14.07,461.44,C,C3,Mar-2018,Current,whole,Cash,19104.04,1446.23,695.96,750.27,0.0
customer service manager ,9.0,VA,RENT,31500.0,Not Verified,31.13,,,,0,37.0,2009,3,39,20,73186,76079,0,0,37.0,0,0,16,6,2.0,20,0.0,0,3,3900,12,4,3,0,89.2,0,0,debt_consolidation,individual,4800,36,16.02,168.81,C,C5,Jan-2018,Current,fractional,Cash,4372.62,681.65,427.38,254.27,0.0
testing technician,7.0,AR,RENT,43000.0,Verified,33.1,,,,0,,2009,4,23,19,86837,53137,0,1,,0,0,6,7,3.0,19,0.0,0,8,37300,14,13,11,0,100.0,0,1,home_improvement,individual,20400,60,21.45,557.07,D,D5,Feb-2018,Current,whole,Cash,19609.44,2203.97,790.56,1413.41,0.0
bin checker,10.0,PA,OWN,40000.0,Not Verified,50.3,75000.0,Not Verified,38.15,0,69.0,2004,4,67,40,185484,129664,0,0,,0,0,23,22,7.0,40,0.0,0,12,46300,42,17,14,0,98.5,0,0,debt_consolidation,joint,19200,60,19.03,498.38,D,D3,Jan-2018,Current,whole,Cash,18199.26,2471.6,1000.74,1470.86,0.0
retail associate ,6.0,FL,RENT,20000.0,Source Verified,32.11,,,,0,,2012,3,8,7,46540,29530,0,0,,0,0,3,4,4.0,7,0.0,0,1,6000,4,4,3,0,100.0,0,0,other,individual,5000,36,16.02,175.84,C,C5,Jan-2018,Current,whole,Cash,4554.82,698.91,445.18,253.73,0.0
math teacher,10.0,FL,RENT,54000.0,Verified,33.01,,,,0,31.0,2002,4,33,13,47857,37848,0,0,,0,237,3,6,3.0,13,0.0,0,4,5400,16,10,10,0,93.8,0,0,debt_consolidation,individual,12000,36,21.45,454.88,D,D5,Jan-2018,Current,whole,Cash,10754.36,2260.1,1245.64,1014.46,0.0
business development,3.0,NY,RENT,120000.0,Source Verified,1.75,,,,1,17.0,1992,0,8,1,7000,1200,0,0,17.0,0,0,0,1,,1,0.0,0,1,7000,5,1,1,0,75.0,0,0,debt_consolidation,individual,30000,60,12.62,676.78,C,C1,Jan-2018,Current,whole,Cash,28155.2,3341.83,1844.8,1497.03,0.0
manager,10.0,NJ,OWN,91200.0,Source Verified,35.32,,,,0,,2002,0,33,25,155779,89232,0,0,,0,0,4,2,22.0,25,0.0,0,12,54000,26,21,21,0,100.0,0,0,debt_consolidation,individual,30000,36,10.41,973.81,B,B3,Mar-2018,Current,whole,DirectPay,28566.69,1930.27,1433.31,496.96,0.0
assistant plant manager ,5.0,FL,MORTGAGE,75000.0,Verified,28.61,,,,0,,2006,2,26,18,70767,55878,0,0,,0,0,3,7,10.0,18,0.0,0,8,10200,16,15,12,0,100.0,0,0,debt_consolidation,individual,28000,60,28.72,884.01,F,F1,Mar-2018,Current,whole,Cash,27342.89,2607.35,657.11,1950.24,0.0
manager,7.0,ID,MORTGAGE,33000.0,Source Verified,15.27,,,,1,17.0,2009,3,24,7,16787,8685,0,0,,0,1738,1,6,2.0,7,0.0,0,1,500,11,6,3,0,95.8,0,0,debt_consolidation,individual,10000,36,11.98,332.05,B,B5,Mar-2018,Current,fractional,Cash,9296.37,989.49,703.63,285.86,0.0
owner,0.0,NV,RENT,75000.0,Not Verified,9.23,160000.0,Not Verified,8.75,0,,2005,1,7,6,37685,32861,0,0,,0,0,1,4,2.0,6,0.0,0,3,5800,6,5,3,0,100.0,0,0,debt_consolidation,joint,21600,36,20.0,802.74,D,D4,Feb-2018,Current,whole,Cash,19784.27,3162.96,1815.73,1347.23,0.0
director,10.0,WA,RENT,300000.0,Source Verified,13.9,,,,0,,2005,8,22,11,222830,156086,0,0,,0,0,4,6,9.0,11,0.0,0,3,56500,11,6,3,5,100.0,0,0,other,individual,12075,60,16.01,293.71,C,C5,Mar-2018,Current,whole,Cash,11671.84,870.39,403.16,467.23,0.0
radiology manager,10.0,KY,MORTGAGE,120000.0,Source Verified,21.87,,,,1,3.0,1989,2,51,27,169367,110708,0,0,,0,0,3,7,3.0,21,,0,6,26400,42,18,10,2,96.0,0,0,debt_consolidation,individual,25000,60,9.93,530.32,B,B2,Feb-2018,Current,whole,Cash,23690.07,2093.7,1309.93,783.77,0.0
driver,7.0,MD,RENT,82000.0,Verified,20.27,,,,0,,2004,5,18,12,168827,55997,0,1,,0,249,3,8,2.0,12,0.0,0,3,17800,10,8,5,1,100.0,0,1,other,individual,32000,36,16.01,1125.19,C,C5,Mar-2018,Current,whole,Cash,29877.16,3347.11,2122.84,1224.27,0.0
operater ,3.0,CT,RENT,56000.0,Source Verified,21.52,,,,0,,1998,7,11,6,68921,49657,0,0,,0,0,2,4,8.0,6,0.0,0,3,30400,7,4,4,1,100.0,0,0,debt_consolidation,individual,4500,36,21.45,170.58,D,D5,Feb-2018,Current,fractional,Cash,4129.65,671.6,370.35,301.25,0.0
sales ,2.0,MD,MORTGAGE,100000.0,Source Verified,8.62,,,,4,8.0,1988,2,34,18,439574,18060,0,0,25.0,0,0,2,6,3.0,18,0.0,0,2,16400,23,15,4,2,78.8,0,0,debt_consolidation,individual,10000,36,7.96,313.18,A,A5,Mar-2018,Current,whole,Cash,9254.54,930.7,745.46,185.24,0.0
,,ID,MORTGAGE,0.0,Not Verified,,127000.0,Not Verified,15.97,0,,2012,4,14,12,127961,14440,0,0,,0,194,0,7,2.0,12,0.0,0,6,19300,11,11,10,1,100.0,0,0,home_improvement,joint,8000,36,18.45,291.03,D,D2,Feb-2018,Current,whole,Cash,7304.16,1155.6,695.84,459.76,0.0
,,CA,OWN,35000.0,Not Verified,34.6,,,,0,,2001,1,24,16,69327,25667,0,1,,0,0,3,10,10.0,16,0.0,0,6,14500,20,13,12,0,100.0,0,1,debt_consolidation,individual,7000,36,14.07,239.49,C,C3,Mar-2018,Current,fractional,Cash,6522.2,707.53,477.8,229.73,0.0
owner,10.0,CA,RENT,175000.0,Source Verified,6.62,,,,0,,1989,4,9,6,53170,44911,0,1,,0,0,1,4,1.0,6,0.0,0,4,14400,7,5,5,0,100.0,0,1,medical,individual,28000,60,19.03,726.8,D,D3,Mar-2018,Current,whole,Cash,27138.18,2150.8,861.82,1288.98,0.0
,,AR,RENT,40743.25,Source Verified,27.3,,,,0,,2006,2,14,13,47200,40586,0,0,,0,0,2,8,4.0,13,,0,3,7000,12,11,10,0,100.0,0,0,debt_consolidation,individual,7325,36,21.85,279.18,D,D5,Mar-2018,Current,whole,Cash,6879.58,828.65,445.42,383.23,0.0
,,TX,OWN,36000.0,Not Verified,29.03,,,,1,17.0,1981,0,29,16,98500,25381,0,0,,0,0,1,6,13.0,16,0.0,0,4,45200,27,15,5,0,96.6,0,0,debt_consolidation,individual,25825,36,19.42,952.14,D,D3,Mar-2018,Current,fractional,Cash,24196.31,2800.7,1628.69,1172.01,0.0
cook,4.0,TX,MORTGAGE,28000.0,Source Verified,6.73,,,,1,4.0,2005,1,30,9,32300,6199,0,0,,0,0,0,3,4.0,9,0.0,0,1,14000,28,9,4,1,96.7,0,0,major_purchase,individual,15600,60,16.01,379.45,C,C5,Mar-2018,Fully Paid,whole,Cash,0.0,15945.6701146245,15600.0,345.67,0.0
ceo,10.0,MN,MORTGAGE,139000.0,Source Verified,29.57,,,,4,13.0,1976,1,24,15,416561,129176,0,0,,0,0,1,1,6.0,15,,0,11,117200,13,12,12,5,83.0,0,0,credit_card,individual,10000,60,11.99,222.4,B,B5,Feb-2018,Current,whole,Cash,9502.67,872.95,497.33,375.62,0.0
,,NY,OWN,15000.0,Source Verified,21.12,,,,0,45.0,2000,3,7,7,8313,4664,0,0,45.0,0,0,2,6,2.0,7,0.0,0,5,5800,5,5,5,0,85.7,0,0,credit_card,individual,5000,36,20.0,185.82,D,D4,Feb-2018,Current,fractional,Cash,4579.69,732.17,420.31,311.86,0.0
captain,10.0,MA,RENT,73000.0,Verified,22.18,,,,0,,2005,0,20,7,75002,54779,0,1,,0,0,3,3,13.0,7,0.0,0,4,14000,5,4,4,0,100.0,0,1,debt_consolidation,individual,15000,60,19.03,389.36,D,D3,Feb-2018,Current,whole,Cash,14379.49,1541.58,620.51,921.07,0.0
personal shopper,2.0,NY,OWN,65000.0,Source Verified,30.71,,,,0,,2005,0,36,19,144902,97741,0,0,,0,0,12,1,,19,0.0,0,3,21300,11,7,5,0,100.0,0,0,medical,individual,8500,36,13.59,288.83,C,C2,Jan-2018,Current,whole,Cash,7716.55,1148.9,783.45,365.45,0.0
,,FL,OWN,54000.0,Not Verified,36.61,,,,0,,2004,5,27,13,335929,44980,0,0,,0,0,3,7,4.0,13,0.0,0,6,58500,14,9,8,3,100.0,0,0,credit_card,individual,7500,36,7.34,232.75,A,A4,Mar-2018,Current,whole,Cash,6935.94,695.19,564.06,131.13,0.0
manager,10.0,FL,RENT,34000.0,Not Verified,30.25,,,,0,,1983,0,11,8,55396,17136,0,0,,0,0,1,1,,8,0.0,0,5,37200,7,6,6,0,100.0,0,0,debt_consolidation,individual,6500,36,12.61,217.8,C,C1,Mar-2018,Current,whole,Cash,6046.78,648.85,453.22,195.63,0.0
compliance specialist,7.0,MI,OWN,30000.0,Source Verified,10.88,55000.0,Source Verified,9.58,1,21.0,1988,1,5,3,8300,4478,0,0,,0,77,1,2,3.0,3,0.0,0,1,2300,4,2,1,0,80.0,0,0,debt_consolidation,joint,10000,36,15.05,346.9,C,C4,Feb-2018,Current,whole,Cash,9097.26,1379.24,902.74,476.5,0.0
service manager,8.0,CA,MORTGAGE,95000.0,Verified,16.79,,,,0,42.0,2005,1,12,6,366439,30675,0,1,,0,0,2,2,5.0,6,0.0,0,3,10700,3,3,3,1,83.3,0,1,other,individual,11200,60,18.45,287.16,D,D2,Feb-2018,Current,whole,Cash,10729.45,1137.16,470.55,666.61,0.0
insurance agent,2.0,AZ,RENT,29000.0,Not Verified,4.72,,,,0,49.0,2006,0,5,4,4400,2979,0,0,49.0,0,0,0,1,21.0,4,0.0,0,2,1900,5,4,4,0,100.0,0,0,credit_card,individual,10000,60,18.45,256.39,D,D2,Mar-2018,Current,whole,Cash,9687.32,758.92,312.68,446.24,0.0
assistant manager ,2.0,NY,RENT,80000.0,Not Verified,20.11,,,,2,12.0,2010,2,15,11,68615,30012,0,0,12.0,0,0,2,4,5.0,11,0.0,0,0,500,10,9,3,0,73.3,0,0,medical,individual,7750,36,20.0,288.02,D,D4,Feb-2018,Current,whole,Cash,7098.52,1134.86,651.48,483.38,0.0
warehouse,2.0,CA,RENT,35000.0,Not Verified,20.51,,,,0,,2009,3,8,6,31208,22913,0,0,,0,0,1,3,0.0,6,0.0,0,4,8000,7,5,5,0,100.0,0,0,debt_consolidation,individual,9100,36,25.82,365.78,E,E4,Feb-2018,Current,fractional,Cash,8397.83,1437.01,702.17,734.84,0.0
purchasing,10.0,PA,RENT,58000.0,Verified,15.09,,,,0,,1989,3,11,6,40819,22278,0,0,,0,1460,1,5,8.0,6,0.0,0,3,10500,7,5,4,1,100.0,0,0,other,individual,12000,36,16.02,422.01,C,C5,Jan-2018,Fully Paid,whole,Cash,0.0,12117.48,12000.0,117.48,0.0
foreman,1.0,CA,MORTGAGE,120000.0,Not Verified,9.34,,,,1,19.0,2002,1,14,5,186700,32934,0,0,109.0,0,0,2,3,1.0,5,0.0,0,1,11700,7,2,1,2,78.6,0,0,other,individual,15000,60,10.9,325.39,B,B4,Mar-2018,Current,whole,Cash,14620.0,632.61,380.0,252.61,0.0
"director, special events",10.0,FL,MORTGAGE,130000.0,Verified,25.32,,,,0,,2002,5,26,14,364017,101088,0,0,57.0,0,0,5,7,1.0,14,,0,5,7050,11,8,8,1,96.0,0,0,debt_consolidation,individual,17325,36,15.05,601.01,C,C4,Feb-2018,Current,fractional,Cash,15760.98,2389.55,1564.02,825.53,0.0
senior brand manager,8.0,MA,RENT,100000.0,Verified,9.16,,,,1,14.0,2005,2,28,7,44172,27826,0,0,,0,0,0,3,0.0,6,,0,6,35500,22,5,2,0,96.0,0,0,credit_card,individual,20000,36,9.93,644.69,B,B2,Jan-2018,Current,fractional,Cash,17564.06,3135.19,2435.94,699.25,0.0
officer,10.0,GA,RENT,51000.0,Source Verified,17.08,,,,0,,1994,5,29,14,49100,9274,0,1,,0,0,1,10,4.0,14,0.0,0,1,26300,23,13,7,2,100.0,0,1,credit_card,individual,16500,60,15.05,392.97,C,C4,Feb-2018,Current,whole,Cash,15741.74,1620.17,758.26,861.91,0.0
health assistant,10.0,NM,MORTGAGE,72720.0,Source Verified,22.21,,,,0,,2005,0,28,21,149969,29569,0,0,,0,0,3,10,16.0,21,0.0,0,3,1900,20,17,12,1,100.0,0,0,debt_consolidation,individual,14800,36,22.91,572.21,E,E1,Jan-2018,Current,fractional,Cash,13607.78,2270.0,1192.22,1077.78,0.0
supervisor,2.0,MN,OWN,60000.0,Verified,15.62,,,,0,,2007,9,25,6,203043,42383,0,0,,0,0,1,10,1.0,6,0.0,0,2,19900,16,4,2,1,100.0,0,0,credit_card,individual,6000,36,17.47,215.33,D,D1,Mar-2018,Current,whole,Cash,5742.18,424.84,257.82,167.02,0.0
welder,5.0,AZ,RENT,40000.0,Source Verified,17.85,,,,0,25.0,2009,8,21,10,41378,29404,0,0,,0,0,5,3,0.0,10,0.0,0,1,2300,5,5,2,0,95.2,0,0,other,individual,1000,36,22.9,38.66,E,E1,Feb-2018,Current,fractional,Cash,940.14,114.71,59.86,54.85,0.0
,,WY,OWN,64000.0,Not Verified,25.3,,,,0,,1971,7,38,9,372713,38166,0,0,,0,0,3,8,2.0,9,0.0,0,2,23900,14,5,2,11,100.0,0,0,credit_card,individual,28000,60,15.05,666.86,C,C4,Jan-2018,Current,whole,Cash,26379.62,3102.01,1620.38,1481.63,0.0
driller,3.0,MT,MORTGAGE,50000.0,Source Verified,5.04,,,,2,12.0,2008,2,19,8,6800,3946,0,0,12.0,0,114,0,7,5.0,8,0.0,0,5,5200,9,8,6,2,73.7,0,0,debt_consolidation,individual,10000,60,19.03,259.58,D,D3,Feb-2018,Current,whole,Cash,9586.3,1027.75,413.7,614.05,0.0
it analyst,0.0,FL,RENT,41600.0,Source Verified,16.44,,,,0,,2009,2,10,7,37461,26434,0,0,,0,0,2,5,1.0,7,0.0,0,3,18000,6,5,3,0,100.0,0,0,other,individual,3000,36,19.03,110.02,D,D3,Jan-2018,Fully Paid,whole,Cash,0.0,3186.9277836324,3000.0,186.93,0.0
