earliest_credit_line,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,months_since_last_credit_inquiry
1997,39,13,224616,105939,9.0
2006,26,12,254805,35773,2.0
2010,14,5,166383,30594,8.0
2006,16,9,24505,11721,0.0
2003,7,3,30831,24961,9.0
1988,31,13,77278,25323,3.0
2004,15,5,47156,40228,0.0
1997,18,9,108900,56226,19.0
2006,18,10,185570,38393,1.0
1994,17,7,81167,48546,11.0
2007,17,4,186062,5699,6.0
2006,14,7,161500,12513,13.0
1987,13,6,18300,7669,1.0
2002,24,11,48467,27013,16.0
1974,8,7,31000,18863,10.0
1994,8,5,188403,56090,
2002,40,14,620906,170040,2.0
2010,9,7,131670,50793,
2002,20,16,94392,56881,16.0
2002,29,18,110847,39944,5.0
1997,43,33,514486,638471,16.0
2006,20,11,47800,18002,6.0
1997,32,14,309341,72837,5.0
2005,14,6,300000,3429,4.0
1963,20,8,1023751,23623,21.0
2001,19,10,107269,24740,6.0
1978,34,16,392076,303858,21.0
2003,23,13,348549,25133,6.0
1997,26,11,425985,110918,
2010,13,11,49871,24608,
2002,30,16,31000,5605,5.0
2014,5,4,28252,17893,5.0
2007,26,20,50100,26926,
2002,35,21,295506,24485,0.0
2002,29,16,80121,27298,15.0
2013,17,16,46273,24417,0.0
2013,14,13,38500,21242,2.0
1996,18,11,263945,23238,3.0
2006,16,8,55180,27557,19.0
2005,53,13,504510,172266,1.0
2002,21,15,268803,83976,7.0
2006,22,16,215127,43923,3.0
1997,32,20,75613,38793,
2004,28,16,302533,58412,15.0
2003,14,13,70854,34529,14.0
2001,25,5,26915,2432,19.0
2005,15,8,59846,33396,11.0
1993,20,9,185600,27755,
2008,15,11,106352,78094,0.0
2006,28,12,88863,64734,1.0
1999,36,19,441784,174678,8.0
1979,35,13,159841,87154,0.0
2010,8,8,24179,18995,0.0
2013,7,6,2500,279,9.0
2007,28,18,144973,116274,6.0
2008,29,8,50081,27259,15.0
1987,33,14,279198,19684,
2004,12,7,34341,19338,13.0
1998,27,19,231052,44234,15.0
2007,39,11,98308,27652,1.0
2003,11,5,52412,38063,2.0
2008,11,4,19100,0,2.0
2011,9,5,112472,79917,1.0
1998,20,12,99374,52031,1.0
2010,6,4,176666,37885,9.0
2011,16,9,778480,113477,5.0
1999,31,6,140070,107697,9.0
2014,19,17,42000,9158,9.0
2006,22,14,352598,40547,2.0
2008,8,7,20629,11963,9.0
2001,12,9,307230,2715,15.0
1997,36,10,91547,70675,8.0
2005,14,5,23100,10498,15.0
1983,33,13,439313,94160,6.0
1992,21,8,107162,66781,
2005,17,9,15800,2951,9.0
1999,34,16,631405,130079,1.0
2004,43,10,269751,109928,6.0
2014,6,4,5700,1961,15.0
2002,28,11,354540,84063,1.0
1991,15,11,357216,147555,
2010,18,13,247892,9393,6.0
1998,16,14,45671,29473,1.0
2004,25,8,282801,58091,9.0
2014,19,19,48900,25895,18.0
2011,8,6,8500,5105,17.0
2001,8,3,13900,1050,5.0
2005,32,15,602835,287290,3.0
2002,13,6,25900,9076,5.0
2000,40,9,130151,41111,3.0
1997,13,7,22341,14943,24.0
2001,24,13,173610,85080,
1998,20,8,58200,6145,4.0
1998,23,11,46668,25932,
1994,19,9,89475,74306,6.0
1989,28,13,134251,38721,9.0
2007,6,5,9400,4820,17.0
2012,5,5,186786,212358,1.0
2009,4,3,44396,29272,0.0
1981,34,14,437356,86788,18.0
1996,24,13,259407,31078,
2003,52,26,354360,133106,1.0
2006,16,6,28818,15676,8.0
2007,35,17,232584,82180,8.0
1994,29,12,571202,71914,7.0
1998,13,11,110539,33085,5.0
1999,24,13,169235,139788,1.0
1996,41,15,342853,66206,14.0
1991,17,9,209459,42465,18.0
1997,12,6,25500,12429,7.0
2001,27,11,331553,63592,
2012,17,11,65208,42827,4.0
1999,13,9,119703,56804,
1994,35,17,149426,40303,11.0
2001,28,18,149308,101004,2.0
2000,25,11,256054,71234,6.0
2003,26,18,100493,21958,1.0
1995,27,17,420071,70027,
1998,13,5,74257,44549,18.0
1988,28,11,80746,20929,
1997,15,7,306314,31801,
1990,29,8,193706,38227,9.0
2008,19,12,42200,20007,10.0
2001,19,10,297216,20611,7.0
2005,26,7,189933,13745,8.0
2011,18,10,389325,136811,5.0
1983,10,10,79977,30500,17.0
2008,14,9,179085,26114,0.0
1994,33,19,263545,49424,5.0
1996,26,10,88600,84388,9.0
2008,39,21,799236,51362,3.0
1995,28,17,194509,124062,3.0
2002,40,20,122475,77744,5.0
1996,28,12,88247,29591,21.0
2013,23,14,167378,106532,1.0
2001,37,9,97191,34189,2.0
2004,10,6,241361,33852,20.0
2001,12,8,478322,81832,7.0
2001,22,17,210600,27885,0.0
2006,36,9,179918,39950,5.0
2005,17,12,144803,21041,5.0
2002,9,7,256728,68598,7.0
1985,32,10,886199,212773,3.0
1991,22,13,368927,66199,15.0
2004,50,20,173006,25598,18.0
2002,10,7,16800,1517,
1992,18,11,112087,57802,12.0
2003,10,8,34162,24535,7.0
2008,19,13,58138,37442,10.0
2004,15,8,541153,37410,1.0
2006,21,8,70720,58841,16.0
2004,33,13,211264,113537,1.0
2004,15,9,106107,29725,23.0
2000,42,26,228085,93209,0.0
2004,30,15,323720,43692,8.0
1998,25,18,106866,81307,
2006,43,24,270351,62316,12.0
2004,44,9,28385,11776,4.0
2003,17,9,206205,22495,7.0
1995,22,10,129691,11164,
2014,12,7,51288,41181,9.0
1994,26,8,308752,15698,
2008,37,19,85231,75187,11.0
2005,16,10,534441,40552,0.0
2009,14,12,140892,57432,10.0
2006,21,10,180948,45672,9.0
1998,28,17,412453,65633,18.0
2012,19,13,362235,20414,4.0
2007,32,9,61367,43894,1.0
2002,32,15,351005,45653,8.0
1997,34,12,42467,10964,2.0
2007,12,5,147430,31708,4.0
2013,22,16,90012,34577,6.0
2004,57,33,712144,285408,6.0
2001,9,4,15800,14402,
1972,20,16,81050,30834,4.0
2012,6,4,38622,33267,
2014,9,9,51112,30340,13.0
1994,16,7,166105,16340,5.0
2001,14,10,166701,11286,1.0
1998,48,24,888508,132031,8.0
1985,40,16,356877,137867,12.0
1992,31,15,171656,36135,3.0
2001,10,2,59570,46932,4.0
2008,9,3,22200,14527,10.0
2007,27,14,246297,67093,4.0
1977,29,19,198920,127958,5.0
2000,26,7,254695,25493,6.0
2001,29,21,178963,44304,16.0
1997,28,10,33900,14532,13.0
1999,29,14,629928,96626,2.0
2003,60,21,312635,260668,1.0
1999,43,14,91631,42936,
2014,6,5,56083,36933,
2007,39,17,219868,10575,2.0
1998,49,23,132245,75446,5.0
1999,28,9,31800,6812,1.0
2007,4,3,11800,0,5.0
2004,20,12,218108,49464,7.0
2003,17,8,31381,11601,8.0
1980,33,23,132509,33200,6.0
2005,24,16,458659,83873,2.0
2002,21,7,184677,19237,
1992,50,29,641601,153246,1.0
2002,13,9,44729,35079,11.0
1993,35,22,147723,271113,4.0
1986,22,10,75065,46306,
2007,17,9,110537,21835,16.0
2004,4,2,19197,16474,1.0
2005,13,9,173824,32627,7.0
1995,20,12,388312,51296,2.0
2004,25,13,54954,38841,11.0
1993,51,15,63895,27041,9.0
2009,13,10,109726,8655,0.0
2006,11,8,51900,21739,
1990,28,19,572700,86975,2.0
2007,29,15,233873,157364,14.0
2010,13,4,240201,7620,11.0
2011,18,14,83274,41888,22.0
2011,5,1,5300,3501,0.0
1990,35,17,374752,79910,2.0
1989,19,7,153779,107199,
1972,31,11,288670,42667,5.0
2003,24,9,419201,87175,4.0
1989,41,30,816950,233804,1.0
2006,15,10,72136,23352,1.0
2002,10,6,363816,40133,4.0
2004,5,5,20905,10346,14.0
2004,14,8,240354,13605,0.0
2002,25,16,71122,37098,10.0
2006,24,20,313208,109277,1.0
1996,19,11,54920,13529,1.0
2007,30,11,110458,91609,9.0
2013,9,9,117313,100166,2.0
1983,43,19,1065656,285109,1.0
2004,15,5,11100,4450,21.0
2004,17,8,66093,48779,
2007,13,9,26730,12873,15.0
2010,24,20,110721,102344,12.0
2012,16,6,55845,24688,4.0
1988,7,3,7736,4049,4.0
1994,60,33,402320,90228,6.0
2014,9,8,7100,3432,17.0
2004,37,9,263453,64461,2.0
2006,10,7,32000,9872,
2002,26,23,83126,57558,5.0
2002,45,27,940441,97682,2.0
2003,9,4,283131,16576,
2005,28,12,67269,33588,2.0
2006,30,13,283866,52986,1.0
1999,33,15,437168,95641,6.0
2006,34,26,112700,93923,2.0
2004,20,15,105730,45861,3.0
2005,27,11,312892,21536,
2012,20,18,61255,39905,12.0
2006,22,9,154753,32899,1.0
2006,17,7,104110,5741,2.0
1999,41,23,118646,50324,2.0
2014,9,7,351374,34932,6.0
1997,16,8,50021,32955,0.0
1990,33,8,186569,60042,4.0
2004,25,11,327155,55995,
2003,29,12,109547,52005,19.0
2014,4,4,15900,3690,1.0
2007,32,2,22300,18392,5.0
1994,12,5,25700,11453,11.0
2013,15,13,14500,7941,2.0
2007,58,21,355807,324609,6.0
2008,17,12,43780,22181,3.0
1996,46,20,745484,198931,0.0
2004,39,13,145676,39842,2.0
2006,10,5,24058,20017,3.0
2003,47,25,112755,41644,2.0
1985,22,13,198155,34293,18.0
1996,44,16,258078,108340,3.0
1989,22,15,67900,12103,5.0
2008,9,7,52308,33651,19.0
1994,33,9,953050,37671,2.0
1997,36,21,235507,31216,
2000,26,6,434034,37907,
2006,20,8,269216,75042,
2009,15,13,70800,31713,6.0
2014,9,6,17200,10517,18.0
1997,24,10,269837,49802,6.0
1974,24,6,61910,37145,11.0
2006,18,15,72590,48402,7.0
2001,15,11,135936,96649,
1998,23,8,507150,16254,0.0
2000,30,21,61143,41599,6.0
2000,38,27,243544,40452,8.0
2005,18,6,71846,34912,
1998,32,13,172405,43081,15.0
1998,26,12,56853,41311,3.0
1994,45,12,191946,56343,1.0
2003,83,15,373259,207235,8.0
2003,35,8,42950,35640,11.0
2004,18,10,56300,25213,
1998,27,13,401800,110169,21.0
2011,17,15,168581,172058,
2005,29,14,84600,74643,3.0
2005,46,19,154848,62112,8.0
1998,13,6,212766,45050,11.0
2005,22,11,270200,80108,3.0
1999,45,26,270213,230994,5.0
2002,17,6,59703,49760,
2002,45,9,152942,34625,16.0
1992,35,12,138114,40270,7.0
1998,15,10,92175,51727,1.0
1999,36,18,520250,74978,8.0
1991,18,10,103396,31550,15.0
2010,20,14,220191,61485,6.0
1984,11,4,22984,18420,3.0
2008,31,8,359721,23498,3.0
1993,16,6,210250,68794,
2004,37,22,100262,71701,8.0
2009,42,24,179812,168596,2.0
2002,19,9,17201,9784,
2005,30,15,116870,75228,2.0
2013,6,2,3900,360,8.0
1999,25,6,77903,28673,6.0
2006,18,16,41702,27393,4.0
1988,12,8,25878,8045,20.0
1995,23,10,154807,13525,14.0
2006,17,7,33225,17176,6.0
2009,16,12,108967,71172,
1994,14,9,80786,52331,10.0
1988,22,9,221397,53428,3.0
1993,29,9,60600,19702,13.0
2004,18,14,86185,49725,2.0
2001,18,7,44209,27492,
2002,8,3,19800,15128,
1999,23,10,405577,196112,3.0
2013,3,2,8300,384,
2004,18,13,42935,25690,13.0
2007,10,6,168553,9095,7.0
1977,51,24,286900,31950,9.0
1993,27,22,110147,82723,
1990,12,7,65083,42630,1.0
1997,32,18,27200,7297,0.0
2012,14,11,39120,20357,2.0
2005,2,2,26600,3378,20.0
2005,10,3,127450,5135,
2001,33,16,733339,61825,0.0
1989,19,13,263009,48701,2.0
2007,14,9,52873,40161,13.0
1986,50,20,418265,44270,15.0
2002,27,12,560440,117098,10.0
1998,21,9,106107,68410,11.0
2003,8,7,48685,35380,11.0
2005,11,8,31507,18817,
2007,4,3,6825,5194,4.0
2003,14,10,90033,59646,0.0
2000,10,8,82774,32166,
1991,11,8,444543,37097,16.0
1999,31,12,431916,70013,2.0
2000,26,9,159302,41861,19.0
1992,17,13,43991,32330,13.0
2007,12,7,28872,16231,13.0
2002,35,11,55439,23818,0.0
1988,36,11,561945,176384,6.0
1995,39,22,580342,87322,6.0
2006,11,7,53512,43908,2.0
1993,23,14,402498,23888,10.0
1997,26,13,140435,37936,4.0
1998,47,27,557584,59865,0.0
2010,28,19,75450,70297,10.0
2005,29,9,48540,29152,8.0
2004,23,12,209434,20820,7.0
2006,14,6,33600,14252,13.0
2006,28,8,45280,34138,10.0
2007,21,10,646137,11055,1.0
2004,22,11,492583,67189,2.0
2010,10,6,44239,25574,6.0
2002,24,18,76541,44351,
2005,23,9,124101,22407,2.0
2005,11,4,11800,1659,12.0
1999,17,7,79869,7498,6.0
2000,12,8,56594,33521,
1995,42,24,203922,50116,0.0
2013,16,14,57722,51862,5.0
2014,12,11,35300,24970,3.0
2011,6,6,31959,23651,14.0
1994,37,17,341609,52830,16.0
2007,14,9,11400,7362,4.0
1980,19,10,39509,15283,
1991,38,19,543308,98559,0.0
2009,24,13,94151,89625,4.0
2007,7,4,44684,26825,17.0
2010,14,12,52406,26907,16.0
2003,24,14,120062,39801,4.0
1983,16,10,227670,65483,2.0
2012,14,9,249753,37846,6.0
2000,18,11,65300,38226,
1997,28,10,97111,30825,10.0
2011,15,13,37604,23636,4.0
2004,19,6,372500,10638,3.0
1997,17,9,37500,20575,
1992,18,11,39861,11773,14.0
1993,21,12,126947,85074,8.0
2006,51,30,189979,108455,4.0
2006,9,6,38328,35794,5.0
2006,17,6,395750,26178,14.0
1986,27,11,188527,149388,9.0
2012,23,11,168011,71721,2.0
2001,13,10,361789,83207,15.0
2007,15,5,36266,18283,22.0
1997,25,11,132365,72651,4.0
2002,17,15,78394,44532,8.0
1994,29,22,30879,12384,10.0
1993,35,17,180695,28746,7.0
1994,29,14,118475,142699,1.0
2004,34,10,157850,16981,2.0
1993,34,15,103200,55164,5.0
2009,9,7,46558,23680,10.0
1998,28,15,80100,24827,8.0
2000,26,19,182242,159546,1.0
2014,7,7,17800,2780,21.0
1999,42,15,96511,46475,8.0
1986,16,10,251649,19261,14.0
2006,28,14,134856,93957,8.0
1990,15,6,72100,17427,
2007,38,15,48667,34111,
1991,35,18,516200,64974,21.0
1979,30,16,389361,44020,11.0
2009,5,4,11100,3392,8.0
1979,37,17,234764,124783,2.0
1989,6,5,84455,8161,8.0
1999,18,14,134248,112350,
1999,19,11,107100,31797,6.0
1981,42,22,507129,83517,7.0
1989,28,9,114840,87728,12.0
1986,18,9,121695,70790,11.0
1990,36,25,391032,38926,2.0
2006,15,11,495163,41004,18.0
1997,37,20,221980,37858,5.0
1999,8,5,169160,11979,4.0
2011,12,8,148869,82775,3.0
1996,21,6,419340,12786,5.0
2003,23,10,199545,26654,3.0
2011,17,12,85747,54462,15.0
1992,15,10,153693,21819,7.0
2000,19,12,55855,42572,19.0
2006,14,8,343888,60728,5.0
2009,14,13,30500,25035,
2006,10,7,43434,32259,2.0
2005,14,6,29238,20674,5.0
1994,17,8,98049,69482,13.0
2007,31,23,77014,52511,5.0
1987,32,13,41000,5040,1.0
1972,25,17,159402,117084,6.0
2008,57,10,542210,559372,9.0
2006,38,11,78055,80865,7.0
2006,27,19,110138,73595,14.0
1998,12,5,291500,19242,
2011,8,5,19900,1783,14.0
2006,9,5,25561,18074,6.0
2009,26,13,150284,43906,6.0
1968,44,19,76313,23421,1.0
1974,21,13,300926,253219,2.0
2003,10,6,104753,74328,
2005,36,8,167965,78563,4.0
2003,16,8,510848,119482,3.0
2004,32,12,176970,21363,5.0
2009,9,4,7013,4019,15.0
2009,36,24,194210,62262,7.0
2004,15,6,127300,479,8.0
2007,17,8,23600,7724,3.0
2003,22,11,620222,10393,0.0
2003,9,8,97418,21352,8.0
2005,36,20,154675,149649,22.0
1996,19,14,470893,82425,7.0
1994,16,8,156000,20065,0.0
2012,11,8,104243,53484,15.0
2012,8,7,46069,32817,5.0
2013,8,7,37695,5988,10.0
2008,15,10,29900,7547,9.0
1989,26,11,35854,13042,4.0
1981,21,12,27200,20485,
2002,32,17,336709,29973,
2001,33,22,338012,38575,11.0
1995,44,28,611997,266695,0.0
1996,51,36,90501,42990,9.0
2003,14,10,105963,79443,0.0
2005,13,9,358633,84130,4.0
2006,19,9,47294,24234,0.0
2009,61,31,349329,5245,1.0
2006,37,26,111371,111819,
2002,22,10,186841,20164,6.0
2002,15,11,90604,75117,
1998,23,10,61297,51889,4.0
2005,32,11,140287,108496,8.0
1999,36,24,332989,110312,1.0
1993,23,14,123700,61644,5.0
1984,6,3,28100,17347,
2013,5,5,36326,26805,0.0
1999,28,22,205368,55144,12.0
1999,14,8,250731,37341,2.0
1996,29,8,250444,33541,7.0
2003,48,15,176803,160223,6.0
2006,14,8,304994,55468,
2014,3,3,24433,24620,6.0
2010,9,5,23200,12773,10.0
2001,18,12,70038,46835,4.0
2007,30,15,432309,177431,3.0
1976,22,12,197172,39524,8.0
2004,11,5,43545,38326,0.0
2004,15,10,655597,77415,9.0
2011,20,15,514504,93452,6.0
2007,33,20,109105,103891,11.0
2006,9,3,20907,7076,5.0
2003,23,12,35850,30242,13.0
2003,27,10,158522,13571,2.0
1988,20,10,52099,24052,
2004,13,9,29650,4659,
1998,41,20,335329,227973,0.0
2009,20,13,130311,97437,2.0
1983,38,18,375728,191615,2.0
2009,27,20,134036,23037,16.0
2004,27,14,75820,50750,4.0
2007,12,5,24297,19026,
2000,14,10,130126,93651,
2005,23,7,63562,38496,6.0
2001,22,13,214663,49164,8.0
2005,36,19,315667,92495,1.0
2001,22,10,176928,30241,8.0
2004,27,7,93390,94989,22.0
2002,25,12,193578,87190,
1988,27,8,108555,67815,
2001,32,21,348515,56831,22.0
1977,35,18,576110,105626,13.0
1990,9,6,75519,43066,
2006,20,7,71963,38759,9.0
2005,25,7,17800,11854,4.0
2006,13,8,29200,10537,13.0
2013,14,12,82373,21853,16.0
1989,23,18,106800,28705,7.0
1993,16,6,16140,8352,19.0
2000,33,14,343991,76353,2.0
1995,23,15,327442,60196,1.0
1996,13,8,241764,26833,15.0
2010,17,11,187332,69083,8.0
2004,20,11,75000,26242,19.0
2007,15,8,310206,34644,10.0
2005,7,2,9300,3343,
2002,12,7,71985,52051,7.0
1999,28,13,53800,28004,5.0
1988,19,13,842970,150884,12.0
1996,16,10,53101,40654,
1985,34,17,83896,43095,1.0
2007,6,5,30651,17592,3.0
2008,31,9,119214,103137,
2006,15,12,54300,9239,9.0
1983,34,18,194829,124795,18.0
1997,45,28,384998,77209,7.0
2004,22,12,39861,28779,8.0
2012,15,9,78279,50398,13.0
1979,18,14,108547,44492,7.0
2004,39,24,519176,106249,21.0
2004,28,11,428828,78406,3.0
2006,16,10,511656,49546,8.0
2004,20,10,128307,143970,9.0
1973,15,7,68417,5853,
2012,10,7,47214,39457,6.0
2005,31,14,276556,72331,7.0
2008,18,9,206178,17743,3.0
2003,7,2,56800,1400,6.0
2003,22,4,41350,13172,18.0
1995,26,22,37000,19431,2.0
1999,19,11,16000,7243,7.0
1997,13,5,58850,31269,21.0
2005,34,17,435039,65416,5.0
1995,42,25,337043,17575,2.0
1997,20,9,272533,84029,
2010,23,13,26100,10931,7.0
2005,21,14,454981,33803,1.0
1998,25,12,104397,89444,15.0
2003,22,15,145588,58974,8.0
1993,30,13,461657,56963,5.0
2002,17,6,21500,17356,8.0
2000,24,15,570673,35266,3.0
1984,47,12,82096,56295,13.0
2003,22,13,291757,150505,2.0
1996,10,5,17100,13118,12.0
2005,43,28,217548,145677,0.0
1998,28,12,266300,29081,4.0
2000,13,9,25007,7176,9.0
2002,61,15,376749,184302,2.0
2004,30,19,157340,65335,4.0
1988,23,10,87821,40963,12.0
2007,16,13,261577,277663,1.0
2014,8,7,32563,22064,19.0
2005,24,11,49557,25633,6.0
2003,43,22,385671,120518,2.0
1994,28,15,456134,81969,3.0
2002,30,11,267040,11120,4.0
2005,21,12,35300,13156,5.0
2012,15,14,45512,13437,1.0
2002,24,12,324250,28911,0.0
1994,31,5,25200,9039,1.0
2003,42,16,203663,94036,9.0
2006,20,14,457884,17832,8.0
2005,25,14,161550,21344,20.0
2000,24,10,48500,28970,11.0
1983,41,16,280987,51081,5.0
2001,40,20,80200,27034,1.0
1996,9,5,33800,26064,
1996,35,11,155166,21904,15.0
2001,21,10,313825,37401,7.0
2006,19,12,71326,43288,4.0
1989,38,16,380619,165352,5.0
2005,23,13,67075,28637,
2003,9,5,17200,7701,22.0
2001,7,6,13476,9255,4.0
2003,14,12,399030,70385,24.0
2004,30,11,638396,56853,3.0
1998,53,29,206189,121246,5.0
2006,21,6,53168,32580,10.0
2010,21,3,51688,37616,7.0
2004,24,14,119566,56272,
1995,28,9,46391,18085,
2000,26,10,456425,62890,6.0
1999,20,9,13800,4589,4.0
1991,26,16,73579,17273,15.0
2006,12,9,37100,13665,4.0
1982,31,10,140698,71794,
2007,9,8,64991,46924,22.0
2001,24,10,97602,45678,14.0
2008,7,4,22473,6460,6.0
2006,23,7,129407,689,6.0
2004,18,11,237326,43462,1.0
1994,6,3,61061,1328,
1999,18,11,161988,107623,
1992,30,19,220658,19586,14.0
1978,30,15,441379,66239,3.0
2013,10,9,38789,21883,
2005,6,3,86140,4878,
2006,20,9,261021,24643,10.0
1993,16,9,29494,8350,18.0
2005,17,5,228329,20591,0.0
2006,24,7,461107,146324,0.0
1997,13,6,15600,10128,20.0
2014,12,12,37840,16016,19.0
1983,23,12,107921,72792,4.0
1998,21,8,45600,33410,
2014,17,14,88594,63202,0.0
2009,19,12,149243,22260,8.0
2004,38,17,478440,97862,3.0
1999,14,7,109044,16348,7.0
2012,5,4,15000,3166,8.0
2009,14,12,81600,50473,6.0
2008,8,7,25300,12201,
2005,11,7,20347,15409,6.0
1988,35,21,365454,124663,3.0
2012,7,5,31200,5517,
2004,25,11,202626,40933,22.0
1994,18,8,176280,26720,7.0
2004,23,16,317853,148101,11.0
2005,10,10,28800,19490,14.0
1988,27,9,97734,44014,11.0
2006,3,3,16200,0,3.0
1999,23,18,47330,20234,5.0
2001,26,15,158704,117636,6.0
1970,19,13,27700,15033,3.0
2013,24,11,69464,51979,3.0
2002,18,9,94094,72617,2.0
1987,13,6,44500,29920,
1990,15,6,184625,17379,0.0
2010,39,30,51010,19712,7.0
2005,14,8,288077,66779,2.0
2005,31,17,578878,139277,7.0
2006,5,4,52700,22979,1.0
2001,63,20,312237,241232,15.0
2002,5,4,10200,5153,
2006,5,4,32353,19177,0.0
2003,22,9,183098,84235,16.0
2004,29,14,217056,37976,4.0
2006,44,12,221029,36270,
1994,23,10,445786,117574,12.0
1995,23,8,293548,45170,4.0
2010,12,11,50900,16048,14.0
2000,51,32,857825,254054,2.0
1993,22,21,636904,52392,18.0
1999,67,13,372243,68354,7.0
2001,20,5,39900,29080,
1987,13,4,20300,8748,4.0
2013,32,27,264370,34961,1.0
2010,13,7,60651,40365,
2008,27,19,239741,62712,3.0
2009,19,8,336169,286689,6.0
2007,9,6,25783,17663,15.0
2002,53,29,544552,115059,1.0
1997,24,12,199348,149598,8.0
2008,22,19,149061,61675,3.0
2003,6,4,37208,29670,2.0
2005,17,10,18200,9708,11.0
2005,12,5,41953,21097,
2001,35,8,48370,19958,1.0
2013,4,2,4000,1,3.0
2012,20,17,100610,65560,15.0
2004,21,9,56012,44449,2.0
1976,46,23,555548,119593,2.0
2003,30,13,163304,56735,3.0
2013,7,5,14500,2850,14.0
2005,23,13,170254,116927,1.0
1998,41,15,622913,106965,1.0
2000,16,6,174163,22045,5.0
1996,13,11,1172176,68245,10.0
2014,11,11,55139,32825,5.0
2012,11,5,48800,25853,
2004,22,16,94391,60716,6.0
2005,14,6,307500,2686,12.0
2008,14,11,141096,104493,18.0
2013,17,13,64465,21562,20.0
1986,35,20,82393,33058,1.0
2004,23,10,48000,25115,
1996,22,13,276981,45724,11.0
1975,45,20,223726,26864,2.0
1979,45,17,313410,48309,3.0
2007,27,15,256972,82142,1.0
2005,18,10,108431,75596,11.0
2009,6,4,12900,9274,
2001,30,15,479837,162866,1.0
2000,25,14,203855,16522,1.0
1994,44,16,552216,170200,
2010,11,9,86214,47862,7.0
2007,17,11,314133,47811,
2006,35,15,336147,110766,9.0
2005,10,7,189118,32978,7.0
1991,21,14,235200,54514,7.0
2001,20,13,66200,13736,
2006,34,16,268859,72522,10.0
1996,24,12,213171,142130,14.0
1997,15,8,40838,21581,22.0
2004,20,7,262290,110232,22.0
2014,3,3,12050,1575,3.0
2006,12,6,55101,19005,4.0
2007,33,24,306466,88174,15.0
2004,21,10,430548,65739,11.0
2004,22,16,76065,46193,16.0
2005,60,22,251592,143665,2.0
1983,21,6,200510,50117,7.0
2004,11,5,314309,12285,9.0
1994,35,15,65037,46213,5.0
1986,26,13,240627,58354,5.0
2006,13,6,17757,5575,
2008,14,6,48251,27933,7.0
1999,16,8,1016080,95241,1.0
2006,31,22,134194,51583,3.0
2001,36,19,68408,25599,7.0
1983,37,20,449015,95800,5.0
1995,24,17,211700,14983,
2003,17,9,14700,7043,7.0
2004,51,14,526761,180096,6.0
1980,12,7,114177,68178,6.0
1994,30,14,93715,49806,0.0
1998,25,15,780075,45237,2.0
2007,15,5,10600,3164,15.0
2012,14,10,47700,10030,7.0
2005,11,9,280562,46315,2.0
2007,21,7,122869,69197,3.0
2001,26,21,394408,51547,0.0
2000,14,5,300553,7244,6.0
1982,27,13,834299,122571,6.0
2010,3,3,27900,3742,
2002,32,10,337526,44979,12.0
2001,27,11,197250,53603,8.0
1998,18,11,60847,41738,6.0
2011,20,10,191018,35408,3.0
1993,36,17,422619,60490,
1996,30,16,533299,150720,
2012,20,13,124936,8720,4.0
2011,5,4,9300,7743,
2005,18,5,186841,32120,4.0
2007,35,14,236171,58714,18.0
2009,19,11,120931,90621,10.0
1997,11,10,85352,37154,8.0
2001,23,10,261899,29488,5.0
2010,14,9,29017,18576,3.0
2006,13,6,145326,4588,5.0
2005,29,11,64497,28467,0.0
2005,26,11,64405,34466,5.0
2010,13,12,72910,43191,7.0
2005,37,15,125637,103062,11.0
2000,27,16,242060,95669,13.0
2005,17,10,7729,4260,2.0
2000,38,21,66197,31140,5.0
2000,17,3,16100,0,2.0
2011,14,7,68444,44430,5.0
2011,16,11,171724,40566,5.0
2004,17,10,60122,9699,2.0
2000,21,6,82542,55058,
1999,25,10,403183,27759,3.0
2014,3,3,9300,7813,0.0
2007,13,11,271943,10979,1.0
2004,13,9,70168,45831,11.0
2012,6,4,7100,3205,21.0
2012,15,12,239529,50896,5.0
1996,25,13,480716,130723,13.0
2000,39,14,191516,123003,4.0
2000,21,10,86794,51474,10.0
1989,39,19,534697,248712,18.0
1994,14,6,89650,45716,10.0
2006,19,12,37700,21067,
1995,30,11,264492,40037,1.0
2005,29,13,339994,42232,10.0
2000,16,6,162371,31106,6.0
2005,18,9,75470,52541,0.0
1999,14,6,221207,11691,
2004,12,6,446000,28400,19.0
1982,33,23,287054,150247,13.0
1980,9,4,81300,7604,
2006,23,10,53959,33918,6.0
1984,16,5,31300,27472,9.0
2006,21,7,33225,28397,7.0
2010,25,13,290100,40880,3.0
2009,7,6,37498,5111,
1999,51,24,280765,212725,4.0
2001,34,18,524179,100109,20.0
2001,16,7,178300,10533,5.0
1999,19,10,75300,43397,
2013,4,3,14009,12004,
2003,27,14,126500,107940,10.0
2008,17,8,47900,26516,14.0
2009,8,6,24150,11892,7.0
1997,26,16,151782,43841,16.0
2010,9,6,22218,7623,7.0
2001,27,11,98620,44029,0.0
2002,13,9,279560,39179,3.0
1963,15,9,156707,126555,2.0
2008,15,12,78825,66471,0.0
2001,28,11,221252,194434,14.0
2013,6,5,13500,4463,0.0
2011,18,16,70175,52975,13.0
1987,22,8,53210,43241,1.0
2002,7,5,35400,23533,
1997,27,14,106094,40065,7.0
2004,8,6,23100,7144,2.0
1999,47,21,447509,120729,5.0
2010,13,10,81024,67407,11.0
2009,15,9,275522,52074,10.0
