emp_title,emp_length,state,homeownership,loan_amount,term,interest_rate
qa control,6.0,WI,OWN,15000,36,6.72
,,MI,OWN,10000,36,10.42
product manager,10.0,MI,RENT,19000,36,6.72
welder,4.0,MI,MORTGAGE,18000,36,5.32
office manager,10.0,VA,RENT,30000,36,12.62
,,SC,MORTGAGE,12000,60,14.08
fork lift operator,10.0,CA,MORTGAGE,15000,60,21.45
,,OH,MORTGAGE,2000,36,16.02
manager ,7.0,NM,MORTGAGE,25000,36,21.85
insurance agent,4.0,FL,RENT,10000,36,11.99
accounting clerk,5.0,PA,MORTGAGE,30000,60,28.72
hr special projects manager,10.0,TN,MORTGAGE,28000,60,9.44
administrative assistant,10.0,WA,MORTGAGE,15000,60,18.06
,,NM,OWN,1600,36,21.45
administrative,8.0,NY,RENT,19200,60,11.98
attorney,9.0,CA,RENT,21275,36,19.03
porter,2.0,NY,RENT,15000,36,10.91
police officer,10.0,MI,MORTGAGE,12000,60,14.08
operations manager,10.0,AZ,MORTGAGE,8400,36,6.72
,,CA,MORTGAGE,15000,60,7.34
sales associate ,1.0,CA,RENT,5200,36,6.08
regional account manager ,10.0,MA,MORTGAGE,7000,36,6.72
pm,10.0,SC,MORTGAGE,20000,60,10.91
occupational therapist,10.0,MD,MORTGAGE,40000,36,14.08
analyst,2.0,MO,RENT,10300,60,11.99
,,AR,OWN,5000,36,14.07
partner,1.0,NY,RENT,14000,36,13.59
retail sales consultant,4.0,NY,RENT,18000,60,12.62
emergency technician ,10.0,CA,MORTGAGE,4000,36,14.07
mechanic,7.0,MN,OWN,16000,36,7.35
driver,1.0,IL,RENT,8000,36,14.08
accountant,2.0,TX,RENT,10000,36,10.9
,,CO,MORTGAGE,12000,60,16.01
,,MO,OWN,12000,60,12.62
nurse practitioner,2.0,OH,MORTGAGE,30000,60,26.77
rn,2.0,KY,MORTGAGE,12000,60,17.09
maintenance manager,10.0,IN,MORTGAGE,14400,36,13.59
coding manager,9.0,LA,RENT,36350,60,12.61
audit manager,7.0,OH,OWN,15000,36,6.08
benefits adminsitrator,8.0,VA,MORTGAGE,21000,36,26.3
material handler,10.0,OH,OWN,10000,60,12.62
table games dealer,2.0,CA,RENT,27000,36,7.96
,,SC,MORTGAGE,4000,36,14.08
medical coder,2.0,CA,RENT,12000,60,15.04
security officer,8.0,PA,MORTGAGE,10000,36,14.08
ceo,10.0,AZ,MORTGAGE,30000,60,25.82
allied health division chair,10.0,AR,OWN,16000,60,9.93
financial service representative,0.0,IL,RENT,18000,60,13.58
bus driver,3.0,FL,RENT,3000,36,16.01
senior planner,2.0,OR,RENT,12000,36,13.59
caregiver,2.0,WI,RENT,4200,36,13.58
,,KS,OWN,25000,36,5.32
administrative assistant,4.0,FL,OWN,8800,36,10.9
,,TX,MORTGAGE,5000,36,10.42
sales,4.0,TX,MORTGAGE,6000,36,9.93
juvenile institutional officer ,10.0,CA,RENT,11500,36,6.72
cad technician,10.0,VA,RENT,37000,60,12.61
first lieutenant,3.0,SC,RENT,16000,36,12.62
corrective maintain tech,10.0,TN,MORTGAGE,18000,36,9.43
,,AZ,MORTGAGE,15600,60,12.61
operations manager,7.0,CA,MORTGAGE,7000,36,6.07
fnp ,6.0,LA,RENT,18000,36,9.93
evs,3.0,OH,RENT,6000,36,16.02
oil operator ,3.0,FL,MORTGAGE,35000,36,13.58
stylist,10.0,CA,RENT,5000,36,7.35
government affairs director,3.0,VA,RENT,40000,36,7.35
sales manager,4.0,TN,MORTGAGE,23500,60,13.59
senior logistics analyst,1.0,VA,RENT,2200,36,11.99
"assistant director, budget & finance",0.0,TN,MORTGAGE,40000,36,5.32
teacher,10.0,MT,RENT,40000,36,6.07
coordinator ,2.0,FL,OWN,3000,36,11.98
security engineer,3.0,GA,MORTGAGE,40000,36,11.98
power operations coordinator ,10.0,AR,MORTGAGE,20000,36,11.99
security ,1.0,TN,RENT,12000,36,11.99
owner,10.0,CA,OWN,10000,36,7.97
sales,10.0,CA,MORTGAGE,20400,36,6.08
sales supervisor,4.0,FL,MORTGAGE,16000,60,16.02
cleaner,10.0,NY,RENT,35000,36,16.01
operator,10.0,MO,MORTGAGE,28000,36,17.09
district manager,4.0,IL,OWN,35000,36,13.59
project coordinator ,3.0,CA,RENT,5000,36,10.91
merchandise ,5.0,NY,RENT,1000,36,17.09
owner,0.0,FL,MORTGAGE,35000,36,9.43
security officer,1.0,IL,RENT,15000,60,14.07
labor ,9.0,AR,MORTGAGE,20000,60,9.93
parts manager,5.0,WV,RENT,7000,36,16.01
biostatistician/epidemiologist,10.0,MS,RENT,15000,36,5.32
branch manager,3.0,FL,MORTGAGE,10000,36,5.32
,,TX,OWN,2000,36,12.62
,,MO,MORTGAGE,14925,60,24.85
claims specialist,10.0,MS,MORTGAGE,11000,36,9.44
food server,7.0,NV,RENT,12000,60,15.04
front end engineer,0.0,GA,RENT,32000,60,16.02
it application architect,5.0,TX,RENT,30000,60,17.47
district conservationist,10.0,MD,MORTGAGE,25000,36,6.08
associate professor,9.0,MO,MORTGAGE,24500,60,9.93
certifying scientist,10.0,NC,MORTGAGE,20000,36,14.08
delivery driver,0.0,MN,RENT,9600,36,11.99
store manager,4.0,IN,MORTGAGE,10625,36,5.31
,,DC,MORTGAGE,40000,60,16.01
,,PA,MORTGAGE,24000,60,13.58
attorney at law,8.0,CA,RENT,30000,60,14.07
director of detention services,10.0,NC,MORTGAGE,21000,36,7.35
,,WI,OWN,18000,60,10.42
production artist/retoucher,1.0,WA,RENT,12000,60,10.42
credit administrator,10.0,SC,MORTGAGE,40000,60,7.35
aro,10.0,NY,OWN,6000,36,11.99
analyst,2.0,KY,MORTGAGE,20000,36,7.34
sales & marketing,3.0,PA,MORTGAGE,24000,60,9.93
registered nurse,10.0,WA,MORTGAGE,35000,60,13.58
shop forman ,6.0,TX,MORTGAGE,2500,36,7.35
towtruck driver,10.0,AZ,RENT,10000,60,14.07
sr software engineer,10.0,MN,MORTGAGE,30000,36,11.99
field foreman ,10.0,LA,OWN,12500,36,9.44
vice president ,6.0,NY,RENT,15000,36,5.31
msg,10.0,NC,MORTGAGE,20000,60,14.08
shipping supervisor,2.0,PA,MORTGAGE,11500,60,19.03
human resources,2.0,VA,MORTGAGE,25000,60,14.07
materials specialist ii,10.0,CA,MORTGAGE,13150,36,6.72
owner,1.0,AZ,MORTGAGE,4000,36,5.31
business manager,10.0,MO,MORTGAGE,40000,60,9.44
executive assistant ,0.0,TX,RENT,9000,36,6.08
sr loan processor ,6.0,OH,OWN,20000,60,18.45
accountant,10.0,TX,MORTGAGE,4200,36,10.9
claims customer service,10.0,TX,OWN,20000,60,14.08
avp of edi,9.0,CA,MORTGAGE,25000,60,9.93
owner,10.0,WY,RENT,23000,36,10.9
teacher,10.0,GA,RENT,24000,60,15.05
administrator,10.0,VA,RENT,24000,36,7.35
nurse,0.0,MN,RENT,30150,36,26.3
networks,10.0,NY,RENT,40000,36,5.31
distribution,8.0,GA,MORTGAGE,20000,60,9.93
program analyst,2.0,OR,MORTGAGE,24000,60,18.06
,,NC,MORTGAGE,8000,36,10.9
billing specialist,2.0,KY,MORTGAGE,10000,36,7.97
area director of sales,4.0,NY,RENT,15000,36,9.93
films clerk,10.0,TX,MORTGAGE,6300,36,7.35
managing director,4.0,WY,MORTGAGE,35000,36,14.08
,,NY,MORTGAGE,38000,60,10.91
pharmacy tech,5.0,WI,MORTGAGE,5300,36,19.03
,,CA,OWN,10000,36,7.35
sales representative t,6.0,FL,OWN,20000,36,10.42
rn,5.0,NH,RENT,14000,36,16.02
workforce development consultant,0.0,NY,MORTGAGE,28000,60,21.45
instructor,9.0,FL,MORTGAGE,8000,36,13.58
office manager,5.0,WA,MORTGAGE,6700,36,14.08
tool maker ,10.0,CT,RENT,8000,36,7.34
deputy warden,10.0,OK,MORTGAGE,25000,36,16.02
coordinator of admission ,8.0,NC,OWN,15000,36,9.44
national sales ,3.0,NE,RENT,27200,60,12.62
resource specialist/program manager,3.0,CA,RENT,6600,36,7.35
registered nurse,1.0,KS,MORTGAGE,16600,36,6.07
health assistant,2.0,AZ,RENT,9000,36,9.93
teacher,9.0,TN,MORTGAGE,10000,60,9.43
dealer,0.0,NY,OWN,9000,36,5.31
contractor,10.0,CA,RENT,16000,36,17.09
technician ,7.0,NY,MORTGAGE,16000,60,9.93
driver,1.0,MO,RENT,30000,60,19.03
,,NY,MORTGAGE,35000,60,17.47
quality assurance engineer,2.0,CA,RENT,9000,36,7.34
process analyst,10.0,SD,MORTGAGE,11000,60,6.72
teacher,10.0,MD,OWN,16000,36,6.72
forklift operator,4.0,CA,MORTGAGE,14000,36,10.91
crane operator,6.0,PA,RENT,21000,60,16.02
sr buyer,10.0,TX,MORTGAGE,25000,36,6.72
rural carrier,10.0,MS,OWN,3000,36,9.93
owner ,6.0,MO,MORTGAGE,35000,60,21.45
chief estimator,7.0,CA,RENT,35000,60,12.61
patent examiner,10.0,SC,MORTGAGE,35000,60,21.45
registered nurse,7.0,CA,RENT,10000,36,11.99
,,NY,OWN,18000,36,6.08
systems analyst,6.0,CT,RENT,17000,60,18.45
cip compliance specialist,5.0,OR,RENT,1200,36,24.85
area operation supervisor,1.0,OR,MORTGAGE,20000,36,14.08
residential assistant manager,4.0,NC,MORTGAGE,20000,60,15.05
captain,10.0,CA,MORTGAGE,40000,36,9.43
bridge tender,3.0,FL,MORTGAGE,15600,36,6.72
teacher,10.0,MN,MORTGAGE,8000,36,6.71
registered nurse,1.0,ID,RENT,20000,36,9.44
postdoctoral research associate,2.0,IL,RENT,3000,36,9.44
laborer,0.0,AR,MORTGAGE,32000,60,10.42
program analyst,10.0,MD,RENT,2200,36,30.65
cook,2.0,NV,MORTGAGE,5000,36,9.93
secretary ,4.0,NY,OWN,10000,36,9.43
owner,10.0,AZ,RENT,13000,36,9.44
general manager,0.0,DC,MORTGAGE,16000,36,11.99
marketing manager,2.0,WA,MORTGAGE,24000,60,21.85
student services senior professional,2.0,CO,RENT,30000,36,13.58
assistant manager,3.0,AZ,RENT,6600,36,7.35
it specialist,10.0,GA,MORTGAGE,10500,36,7.97
executive director,1.0,FL,MORTGAGE,20000,36,25.82
registered nurse,10.0,SD,MORTGAGE,3800,36,9.43
chef,10.0,MA,RENT,20000,36,14.07
tech,2.0,MO,MORTGAGE,18000,36,20.0
nurse,10.0,OH,OWN,40000,36,9.43
,,AZ,MORTGAGE,1200,36,14.08
solution architect,4.0,FL,MORTGAGE,30000,36,15.05
ux development manager,5.0,MI,MORTGAGE,15000,60,9.92
contract manager,10.0,GA,MORTGAGE,23525,60,14.08
head pressman,10.0,KY,OWN,20000,60,13.58
office manager,7.0,FL,RENT,17000,60,18.06
irb coordinaor,10.0,TX,OWN,30000,36,10.42
owner,6.0,FL,MORTGAGE,2800,36,16.02
laborer,1.0,NC,RENT,10000,60,20.0
customer service,6.0,OH,MORTGAGE,12000,60,12.62
carpenter,9.0,MO,MORTGAGE,25000,60,9.93
teacher,5.0,MA,MORTGAGE,10000,36,18.45
,,MS,OWN,3600,36,6.08
surgical tech,2.0,FL,OWN,1675,36,9.43
coverage partner,10.0,TX,OWN,16000,36,10.42
district hr mgr,10.0,CA,MORTGAGE,8500,36,16.02
admissions counselor,0.0,OH,MORTGAGE,20000,36,11.98
foreman,4.0,LA,MORTGAGE,8000,36,19.42
vice president,6.0,CA,RENT,30000,36,10.91
driver,10.0,WV,RENT,20000,60,21.45
customer resolution manager ,10.0,NH,MORTGAGE,2500,36,25.81
director of information services,10.0,NC,OWN,40000,36,7.96
,,NY,MORTGAGE,19950,60,30.17
financial advisor,2.0,LA,MORTGAGE,26250,36,12.62
pilot,4.0,CT,MORTGAGE,20000,36,10.91
hotel manager,4.0,IN,OWN,40000,60,11.99
,10.0,MD,MORTGAGE,18000,36,7.97
care giver,3.0,NY,OWN,3000,36,7.34
qc manager,10.0,RI,OWN,10000,60,12.62
strategic procurement sourcing mgr,2.0,MA,MORTGAGE,5000,36,6.72
line driver,1.0,UT,MORTGAGE,15000,60,15.04
owner,10.0,MS,OWN,9600,36,6.08
plant manager,10.0,OH,RENT,16000,60,11.98
,,CA,RENT,5000,36,12.61
manager,10.0,CA,MORTGAGE,13850,60,21.45
loader,5.0,WA,RENT,2000,36,10.42
,,TX,OWN,12000,60,14.08
parent partner,10.0,CA,RENT,11200,36,9.44
software engineer,3.0,KS,RENT,7200,36,10.41
dist computer tech,4.0,TX,MORTGAGE,7500,36,12.62
operation manager,4.0,CA,RENT,10000,36,19.03
rn,10.0,NY,MORTGAGE,25000,60,9.44
truck driver ,1.0,DE,RENT,5000,36,10.9
police,9.0,NY,MORTGAGE,25000,60,24.85
rn,0.0,KY,RENT,13200,36,9.44
sales,6.0,NY,RENT,1600,36,10.42
associate auditor ,1.0,NJ,MORTGAGE,20000,60,14.07
captain,10.0,NY,MORTGAGE,40000,60,9.44
house manager,0.0,NJ,RENT,3200,36,12.61
director of engineering,5.0,FL,MORTGAGE,15000,36,6.08
city carrier,10.0,CA,MORTGAGE,18000,36,6.08
registered nurse ,2.0,FL,RENT,10000,60,16.02
general manager,5.0,CA,RENT,10000,36,15.04
mc,2.0,MA,MORTGAGE,10000,36,5.31
sales and support generalist,3.0,NY,RENT,8400,36,20.0
shipping,4.0,MO,OWN,19000,60,20.39
sr toll collector ,10.0,IL,MORTGAGE,9000,36,9.43
owner,10.0,NJ,MORTGAGE,15000,36,9.93
employee,3.0,FL,MORTGAGE,24450,60,12.62
network administrator,1.0,FL,RENT,18000,60,13.59
production,10.0,NC,OWN,11000,36,7.35
kindergarten teacher,9.0,SC,MORTGAGE,12000,60,10.9
partner,10.0,KY,MORTGAGE,21000,60,9.93
direct staff ,0.0,CA,RENT,2000,36,10.91
driver,10.0,MA,RENT,8000,36,10.9
teacher assistent,3.0,CA,RENT,21000,60,16.02
meat cutter,10.0,TN,MORTGAGE,3000,36,20.0
dentist,3.0,TX,RENT,20000,60,24.85
emergency medical technician,3.0,CA,RENT,20000,60,28.72
physician assistant,1.0,MI,MORTGAGE,18000,36,6.72
relationship banker ,1.0,OH,MORTGAGE,10000,60,14.08
technician,10.0,GA,RENT,5000,36,9.93
operation manager,10.0,GA,OWN,20000,60,12.62
constituent services representative,10.0,TX,MORTGAGE,40000,36,6.72
senior engineer,10.0,KS,MORTGAGE,29000,60,7.35
,,PA,OWN,3000,36,10.91
assistant parts manager,10.0,CA,RENT,24000,60,16.02
physical therapist,10.0,CA,MORTGAGE,20000,36,9.93
,,CO,MORTGAGE,1500,36,18.06
teacher/coach,9.0,TX,MORTGAGE,30000,36,9.93
recruiter,10.0,MT,MORTGAGE,5000,36,17.09
data analyst ii,1.0,CA,RENT,9550,36,7.35
registered nurse ,0.0,TX,RENT,10000,36,12.62
office manager,2.0,FL,MORTGAGE,15000,36,9.93
owner,10.0,TX,OWN,14400,36,21.85
nuclear medicine ,4.0,TX,RENT,15000,36,9.44
teacher,9.0,MA,RENT,30000,60,10.9
teacher,10.0,CA,MORTGAGE,20000,60,20.0
gis analyst,2.0,SC,RENT,8000,36,13.59
para transit specialist,10.0,DE,MORTGAGE,14400,60,9.93
firefighter ,10.0,TX,RENT,24000,36,9.93
legal asst,10.0,NY,MORTGAGE,8500,36,7.96
sr mech spec,10.0,TX,MORTGAGE,28000,36,21.45
plumber ,10.0,MI,MORTGAGE,16000,60,24.85
aviation analyst ,5.0,AL,MORTGAGE,9000,36,17.09
cna,2.0,IN,OWN,12000,60,21.45
cnc operator,10.0,IL,RENT,24000,60,11.99
technology consultant iv,6.0,TX,MORTGAGE,28000,36,13.58
development,3.0,CA,RENT,8000,36,19.03
zone manager,3.0,IL,MORTGAGE,28000,36,7.97
pension ananlyst,10.0,MD,OWN,13000,36,7.35
,,PA,MORTGAGE,5575,36,22.91
owner,10.0,OH,MORTGAGE,8000,36,9.93
registered nurse ,10.0,NY,OWN,27000,36,6.71
director of pupil services,5.0,OH,MORTGAGE,15000,36,6.07
factory,10.0,TX,MORTGAGE,40000,60,10.42
,,PA,MORTGAGE,6000,36,12.61
truck driver,3.0,CA,RENT,11000,60,16.01
flight medic,5.0,PA,MORTGAGE,12000,36,6.07
financial analyst,10.0,MA,MORTGAGE,6500,36,6.08
software engineer,7.0,WA,RENT,20000,60,15.05
administrative assistant ,0.0,FL,RENT,2500,36,7.96
it student supervisor,6.0,CO,MORTGAGE,24000,60,15.04
supply specialist ,10.0,TX,MORTGAGE,10000,36,6.08
hospitality services manager,1.0,CA,RENT,20000,60,14.08
physician assistant,1.0,MN,RENT,11000,36,11.99
housekeeper,1.0,FL,RENT,8000,36,10.9
driver,10.0,CA,RENT,7800,36,13.58
owner,5.0,CA,RENT,9000,36,10.91
owner/operator,7.0,MO,OWN,30000,36,9.93
senior assistant manager ,2.0,IL,OWN,8000,36,19.03
regional sales manager,10.0,SC,RENT,10000,36,10.41
owner,10.0,TX,MORTGAGE,12000,36,9.43
,,PA,RENT,7000,36,18.06
partner,10.0,CA,RENT,20000,36,12.62
director of marketing,2.0,CA,RENT,25000,60,12.62
sales,3.0,ND,MORTGAGE,9000,36,14.08
forge fabrucator,4.0,MI,OWN,6000,36,6.71
chef,2.0,CA,RENT,25600,60,14.08
asst teacher,10.0,CA,RENT,11000,36,11.99
driver,3.0,CT,RENT,30000,60,21.45
chief operations officer,5.0,AL,MORTGAGE,3500,36,16.01
customer service rep,2.0,NY,RENT,12000,36,6.71
,,CA,OWN,25000,36,12.61
assistant store manager,10.0,FL,MORTGAGE,10000,60,13.58
registered nurse / director of nursing,8.0,NY,OWN,16000,60,7.35
owner ,10.0,CA,OWN,3000,36,17.47
senior loan officer,1.0,CA,RENT,30000,36,21.45
,,LA,OWN,7200,36,11.98
operations manager,6.0,NV,RENT,12000,36,15.05
sandwich maker,1.0,IL,RENT,1000,36,11.98
title clerk,10.0,GA,MORTGAGE,7200,36,6.72
owner ,10.0,PA,MORTGAGE,32000,60,15.05
coordinator of fire services,7.0,TX,MORTGAGE,16000,60,20.39
logistics ,4.0,CA,RENT,5000,36,16.02
teacher,9.0,KS,MORTGAGE,40000,36,5.32
regional manager,6.0,PA,RENT,40000,60,7.35
welder,10.0,LA,MORTGAGE,35000,36,10.42
sales,0.0,TX,RENT,5000,36,16.02
technician,4.0,VA,RENT,1800,36,6.07
,,GA,RENT,5000,36,19.03
director of finance,4.0,TX,RENT,35000,36,6.71
parts counter,10.0,CO,MORTGAGE,8000,36,6.72
engineer,8.0,MA,OWN,6025,36,18.45
talent development consultant,9.0,IL,MORTGAGE,38375,60,16.02
hs teacher/ college professor,10.0,FL,MORTGAGE,5000,36,9.44
cashier,1.0,TN,RENT,4000,36,22.91
corrections officer,2.0,NY,RENT,6500,36,6.08
warehouse associate ,10.0,RI,MORTGAGE,5000,36,9.92
fire captain,10.0,NV,MORTGAGE,30000,36,12.62
engineer,10.0,AL,MORTGAGE,20800,60,12.62
electrician,2.0,PA,MORTGAGE,9000,36,21.45
mechanic,8.0,CA,OWN,1500,36,6.08
,,FL,MORTGAGE,20000,36,17.47
director,10.0,NY,OWN,28000,60,11.98
security officer,10.0,NY,RENT,15000,36,15.05
driver,10.0,NY,RENT,6000,36,16.02
dispatch manager,1.0,AZ,MORTGAGE,3600,36,10.91
office manager,5.0,NH,RENT,12000,36,7.97
corrections officer ,3.0,VA,RENT,4000,36,14.07
register nurse,2.0,CA,MORTGAGE,24000,60,24.85
rental navigator,2.0,SC,MORTGAGE,18000,60,13.58
apprentice lineman,3.0,CO,RENT,32000,36,9.93
sales and marketing manager,0.0,MA,RENT,10000,36,6.08
department executive one,9.0,MI,MORTGAGE,24000,36,7.35
kitchen ,10.0,AR,RENT,1925,36,15.04
civil servant,10.0,OH,MORTGAGE,9000,36,9.44
,,FL,OWN,10000,60,12.61
,,OH,MORTGAGE,20000,60,11.98
system administrator,2.0,MD,RENT,10000,36,12.61
mechanic ,3.0,GA,RENT,7300,36,6.71
patient services,0.0,CA,OWN,24000,36,20.39
teacher,7.0,SC,MORTGAGE,19000,36,9.43
,,TN,OWN,9600,36,22.91
,,WV,OWN,21000,60,16.02
relationship manager,2.0,MN,MORTGAGE,28000,60,10.42
team manager,8.0,AZ,RENT,20000,60,20.39
cnc programer,0.0,IN,RENT,10000,60,12.61
corrections officer,2.0,FL,RENT,12000,36,15.04
principal,10.0,MN,RENT,15000,36,6.08
,,TX,MORTGAGE,20000,60,18.06
sales consultant,4.0,SC,MORTGAGE,12000,60,10.91
sr business analyst,0.0,OH,RENT,16000,36,7.34
president,10.0,NY,MORTGAGE,40000,36,6.72
program leader,0.0,CA,RENT,2000,36,15.05
registered nurse ,3.0,CA,MORTGAGE,40000,36,5.32
senior donor relations officer,0.0,IL,RENT,20000,60,6.72
office manager,7.0,CA,RENT,7500,36,19.03
office manager,10.0,CT,MORTGAGE,7000,36,7.97
sr accountant,2.0,FL,RENT,24000,60,17.09
bartender,4.0,GA,RENT,6000,36,14.08
supervisor,10.0,CA,MORTGAGE,4800,36,15.04
communications associate,5.0,KY,RENT,5000,36,21.45
teacher,9.0,AL,MORTGAGE,5600,36,9.44
,,MD,MORTGAGE,21000,36,9.93
warehouse,4.0,TX,OWN,21275,60,14.08
clerk,3.0,OK,MORTGAGE,35000,60,15.05
respiratory therapist ,5.0,FL,RENT,24000,36,15.05
grocery clerk,0.0,TN,RENT,5000,36,9.44
owner,10.0,NY,MORTGAGE,20000,36,5.31
senior erp consultant,3.0,GA,MORTGAGE,18000,36,10.42
senior engineer,3.0,TX,MORTGAGE,3500,36,6.72
wealth mgmnt associate,9.0,CA,RENT,18000,60,17.09
sales manager,0.0,CA,RENT,10000,60,14.07
resource officer,10.0,NY,RENT,24000,60,13.59
director of donor society clubs,6.0,IL,OWN,35000,36,15.04
security guard,3.0,CA,MORTGAGE,10000,60,11.98
driver,10.0,CA,MORTGAGE,24000,36,9.92
,,OK,OWN,25000,60,15.04
teacher,10.0,CA,RENT,30000,36,17.47
fulfillment manager,0.0,WA,RENT,20800,36,6.07
interior designer,6.0,CA,RENT,20000,36,11.99
office manager,7.0,UT,MORTGAGE,4000,36,14.07
manager is - tier 1 nursing and pharmacy,3.0,TN,MORTGAGE,30000,36,6.08
staff,0.0,NJ,RENT,1200,36,13.58
cfo,0.0,LA,RENT,30000,36,5.32
inside sales representative,0.0,MO,MORTGAGE,13600,60,15.04
pastor,2.0,MA,RENT,27000,60,10.42
sr computer operator,10.0,VA,RENT,8000,36,7.35
registered cardiovascular technologist,10.0,FL,MORTGAGE,20000,36,13.58
,,WI,OWN,9600,36,7.35
truck driver,10.0,IL,RENT,10000,36,7.34
register nurse manager,10.0,NC,OWN,30000,60,10.42
svp of commercial operations,10.0,RI,MORTGAGE,35000,60,11.98
lieutenant sheriff dept,10.0,GA,MORTGAGE,8000,36,16.02
college advisor ,10.0,IL,MORTGAGE,4000,36,12.61
master trainer,4.0,NY,RENT,23100,36,9.44
,,CA,MORTGAGE,24000,36,19.03
saw operator,7.0,IN,MORTGAGE,33100,60,14.08
vet tech,1.0,CT,RENT,15000,36,9.44
field service technician,10.0,NC,MORTGAGE,8000,36,9.93
supervisor,4.0,MI,RENT,15000,60,30.79
sales,2.0,MO,MORTGAGE,30000,36,18.45
relationship specialist ,0.0,AZ,RENT,5000,36,9.93
operations manager,5.0,NV,MORTGAGE,10000,60,16.02
driver ,10.0,KY,MORTGAGE,6500,36,9.44
painter 2,10.0,FL,MORTGAGE,10000,36,16.02
correctional officer,3.0,AZ,RENT,28000,36,14.07
program director,10.0,NY,OWN,30000,60,17.09
,,NY,OWN,6000,36,12.62
resident physician ,1.0,FL,RENT,30000,60,16.01
investigator,10.0,CO,RENT,10000,36,10.91
,,NY,OWN,30000,60,16.02
social worker,2.0,VA,OWN,7000,36,11.98
mechanic truck driver,1.0,LA,OWN,40000,36,7.35
maintenance ,2.0,IL,RENT,5000,36,15.04
maintenance,10.0,IN,MORTGAGE,12000,60,13.58
,,AL,MORTGAGE,10000,36,7.97
,,TX,MORTGAGE,16000,36,20.39
systems administrator,3.0,WV,MORTGAGE,2000,36,10.42
supervising engineering technician,10.0,NY,MORTGAGE,13000,36,7.97
realtor,10.0,TN,MORTGAGE,25000,36,9.93
general manger,10.0,IL,MORTGAGE,10000,36,19.03
csr dispatcger,0.0,MI,RENT,5000,36,10.42
dispatcher,3.0,IL,RENT,16000,36,7.35
,,FL,OWN,12000,60,15.05
cabinet builder ,5.0,MI,MORTGAGE,8500,36,13.59
emergency truck driver,5.0,IL,MORTGAGE,40000,36,5.31
fireman,10.0,NY,MORTGAGE,20000,60,21.45
team lead production,1.0,ID,RENT,32000,60,26.3
senior principle associate,2.0,VA,MORTGAGE,29825,36,6.08
assembly ,3.0,MI,MORTGAGE,2500,36,18.06
senior product manager,2.0,WA,RENT,12000,36,7.96
grounds crew,2.0,OH,RENT,8000,36,20.0
server,3.0,NY,RENT,20000,36,12.61
peersuport concelor,0.0,NE,OWN,6000,36,6.08
rn supervisor,2.0,FL,OWN,6000,36,13.58
nutrition services,9.0,WA,RENT,20000,36,15.05
project manager,10.0,NJ,MORTGAGE,16000,36,5.31
mri technologist,10.0,GA,MORTGAGE,24000,36,7.35
tax law specialist ,10.0,MD,MORTGAGE,6000,36,7.34
teacher,10.0,NJ,RENT,12000,36,7.97
svp,10.0,VA,OWN,35000,36,19.03
mechanic,8.0,AZ,MORTGAGE,22000,60,16.02
asst mgr,6.0,MI,MORTGAGE,2000,36,11.98
transportation manage,3.0,FL,MORTGAGE,10000,36,6.08
snr fin svcs rep,6.0,AK,RENT,10000,36,7.96
registered nurse,6.0,TN,MORTGAGE,10000,36,13.59
rn,4.0,CT,RENT,25000,60,30.79
driver,5.0,CA,RENT,10000,36,13.58
speech-language pathologist,7.0,CO,RENT,8000,36,14.08
supervisor,2.0,NY,MORTGAGE,20000,36,6.08
credit analyst,2.0,CA,RENT,20000,36,7.35
shift supervisor,10.0,FL,OWN,6000,36,12.61
assistant general manager,0.0,NY,RENT,9000,36,10.42
program integrity auditor ,2.0,NY,MORTGAGE,15000,60,14.08
medical billing manager,10.0,NJ,MORTGAGE,15000,60,9.93
counselor ,10.0,OK,MORTGAGE,4000,36,5.32
doctor of audiology,3.0,MI,RENT,24000,36,11.99
,,NC,MORTGAGE,28000,36,11.99
pizza cook,3.0,NY,RENT,4000,36,10.9
,,CA,RENT,14000,60,19.03
business analyst,10.0,NY,RENT,5000,36,26.3
nurse practitioner ,10.0,WA,MORTGAGE,20000,36,6.72
,,TX,OWN,40000,60,14.08
shipfitter,2.0,CA,RENT,7000,36,15.05
real estate agent,8.0,CO,MORTGAGE,26475,60,16.02
sr architect - technology,8.0,TX,MORTGAGE,35000,36,9.93
lpn,6.0,MA,RENT,21000,36,16.02
carpenter,10.0,AZ,RENT,12000,36,10.42
project assistant,2.0,GA,RENT,5000,36,15.05
operations manager,4.0,GA,MORTGAGE,4850,36,7.97
controller,10.0,CO,RENT,24000,36,9.43
owner,10.0,NC,RENT,20000,60,13.58
principal consultant,2.0,TX,OWN,35000,36,15.05
teacher ,1.0,NV,RENT,16000,60,13.58
supervisor,2.0,MI,MORTGAGE,12000,36,7.34
asset protection,4.0,AZ,MORTGAGE,14000,60,13.59
office operations manager ,6.0,FL,RENT,20000,36,11.99
inventory control,10.0,OR,RENT,22000,60,21.85
owner,0.0,FL,RENT,12000,36,7.35
closer,2.0,VA,RENT,18125,60,20.0
driver,10.0,WI,MORTGAGE,32000,60,21.45
supervisor ,10.0,TX,MORTGAGE,30000,60,12.61
dept of rehabilitation,10.0,IL,MORTGAGE,15000,36,12.62
cdl truck driver,2.0,FL,RENT,10000,60,20.39
design engineer,8.0,OH,MORTGAGE,22000,36,5.32
data analyst ii,0.0,TX,RENT,25000,60,12.61
solutions architect,6.0,AZ,MORTGAGE,16000,36,5.31
