emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
driver,5.0,NY,OWN,120000.0,Source Verified,12.87,,,,0,36.0,2000,4,20,10,139901,25348,0,0,,0,0,2,1,0.0,10,0.0,0,2,56900,13,7,2,0,95.0,0,0,debt_consolidation,individual,21000,36,6.71,645.64,A,A3,Mar-2018,Current,whole,Cash,19940.62,1275.62,1059.38,216.24,0.0
owner,10.0,GA,MORTGAGE,150000.0,Verified,33.45,225000.0,Source Verified,32.5,0,,1983,2,29,12,650351,164269,0,0,,0,0,3,6,6.0,12,0.0,0,3,85000,14,7,3,4,100.0,0,0,debt_consolidation,joint,40000,36,11.98,1328.2,B,B5,Mar-2018,Current,whole,Cash,38132.99,2656.41,1867.01,789.4,0.0
operation ,2.0,PA,MORTGAGE,115000.0,Not Verified,15.91,,,,1,15.0,2009,3,33,16,306167,46755,0,0,,0,0,2,8,7.0,16,0.0,0,4,28600,14,11,4,3,97.0,0,0,major_purchase,individual,7500,36,6.07,228.41,A,A2,Mar-2018,Current,whole,Cash,6925.69,682.7,574.31,108.39,0.0
mgr it application,10.0,IL,MORTGAGE,148650.0,Verified,0.53,,,,0,,1991,5,28,15,789400,4078,0,0,,0,0,0,5,1.0,15,0.0,0,2,101400,16,13,2,7,100.0,0,0,debt_consolidation,individual,40000,60,7.35,798.67,A,A4,Feb-2018,Fully Paid,whole,Cash,0.0,40276.9917542508,40000.0,276.99,0.0
manager,10.0,CT,OWN,300000.0,Source Verified,15.25,,,,0,,2002,2,27,20,213981,126193,0,0,,0,0,3,3,12.0,20,0.0,0,12,85900,22,16,13,0,100.0,0,0,major_purchase,individual,28250,36,18.45,1027.7,D,D2,Mar-2018,Current,whole,Cash,26442.42,3054.14,1807.58,1246.56,0.0
information assurance ,2.0,MD,MORTGAGE,115000.0,Source Verified,17.27,,,,0,29.0,2004,1,34,19,573732,76204,0,0,29.0,0,0,2,17,5.0,19,0.0,0,2,64400,21,16,5,3,90.9,0,0,credit_card,individual,8400,36,7.97,263.11,A,A5,Jan-2018,Current,whole,Cash,7349.54,1311.83,1050.46,261.37,0.0
sr java analyst programmer,1.0,AL,MORTGAGE,124000.0,Verified,29.79,,,,0,,1990,1,39,22,525460,172705,0,0,,0,0,4,4,12.0,22,0.0,0,7,110400,21,16,11,3,100.0,0,0,debt_consolidation,individual,40000,60,9.93,848.51,B,B2,Feb-2018,Current,whole,Cash,37904.12,3338.87,2095.88,1242.99,0.0
carpenter foreman ,3.0,CA,RENT,110000.0,Not Verified,18.69,,,,0,,2003,0,19,9,326391,99193,0,0,,0,0,4,7,13.0,9,0.0,0,1,8500,7,4,3,3,100.0,0,0,debt_consolidation,individual,10000,36,15.04,346.85,C,C4,Mar-2018,Late (31-120 days),whole,Cash,9778.48,330.14,221.52,108.62,0.0
business systems analyst,3.0,CA,MORTGAGE,108000.0,Source Verified,2.99,,,,0,,2000,0,12,5,435881,5202,0,0,,0,0,1,6,15.0,5,0.0,0,0,0,3,3,2,1,100.0,0,0,debt_consolidation,individual,12000,36,14.08,410.6,C,C3,Jan-2018,Current,whole,Cash,10618.97,2043.61,1381.03,662.58,0.0
principle business solution architect,10.0,WI,RENT,130000.0,Not Verified,8.45,,,,0,,2007,5,26,15,54100,23537,0,0,,0,0,2,9,4.0,15,0.0,0,3,16100,13,12,5,0,100.0,0,0,house,individual,18000,60,20.0,476.89,D,D4,Feb-2018,Fully Paid,whole,Cash,0.0,18013.6,18000.0,13.6,0.0
super intendant,10.0,NE,MORTGAGE,130000.0,Source Verified,22.06,,,,0,56.0,1995,6,29,16,481307,75750,0,0,,0,0,3,9,7.0,16,0.0,0,7,93000,14,11,8,4,96.6,0,0,home_improvement,individual,16525,36,12.61,553.7,C,C1,Mar-2018,Current,whole,Cash,15372.83,1649.52,1152.17,497.35,0.0
director of property management,10.0,MA,OWN,115000.0,Not Verified,21.26,,,,0,70.0,2005,2,33,15,479629,111862,0,0,,0,75,5,7,3.0,15,0.0,0,3,22900,20,9,5,1,97.0,0,0,debt_consolidation,individual,14000,60,16.01,340.53,C,C5,Mar-2018,Fully Paid,whole,Cash,0.0,14352.7731664419,14000.0,352.77,0.0
hr specialist,7.0,VA,MORTGAGE,126049.0,Source Verified,18.11,,,,0,,2000,3,45,14,561767,214234,0,0,,0,0,3,5,0.0,14,0.0,0,3,31400,15,10,10,2,100.0,0,0,vacation,individual,7000,36,14.08,239.52,C,C3,Jan-2018,Late (16-30 days),whole,Cash,6359.29,952.6,640.71,311.89,0.0
realtor,10.0,CA,MORTGAGE,180000.0,Source Verified,5.21,,,,0,38.0,2004,2,17,12,441900,22621,1,0,38.0,0,50,0,7,1.0,12,0.0,0,6,31200,13,10,9,3,91.7,0,0,debt_consolidation,individual,35000,36,10.41,1136.11,B,B3,Feb-2018,Current,whole,Cash,31626.48,4503.96,3373.52,1130.44,0.0
marketing manager,2.0,WA,RENT,135000.0,Not Verified,14.83,,,,0,,1982,0,20,9,138727,67030,0,0,,0,0,2,3,14.0,9,0.0,0,4,96900,8,6,5,0,100.0,0,0,debt_consolidation,individual,40000,36,5.32,1204.6,A,A1,Feb-2018,Current,whole,DirectPay,35863.53,4747.47,4136.47,611.0,0.0
manager,10.0,IL,MORTGAGE,120000.0,Not Verified,21.71,,,,0,80.0,2004,0,26,13,282138,77133,0,0,,0,0,3,4,15.0,13,0.0,0,3,25000,12,9,9,2,96.2,0,0,debt_consolidation,individual,12150,60,15.04,289.31,C,C4,Mar-2018,Current,whole,Cash,11874.22,568.47,275.78,292.69,0.0
owner,10.0,NY,MORTGAGE,110000.0,Source Verified,12.68,,,,0,35.0,1992,3,10,5,49288,46472,0,0,,0,0,1,2,1.0,5,,0,3,34700,8,4,4,0,60.0,0,0,debt_consolidation,individual,24000,36,10.42,779.16,B,B3,Feb-2018,Current,whole,Cash,21687.05,3102.75,2312.95,789.8,0.0
principal,5.0,CA,MORTGAGE,126000.0,Verified,8.43,,,,1,10.0,2001,1,24,10,1047519,17660,0,0,32.0,0,120,1,2,5.0,10,0.0,0,2,34800,15,7,2,5,91.7,0,0,other,individual,21275,60,16.02,517.6,C,C5,Jan-2018,Current,whole,Cash,443.27,21550.13,20831.73,718.4,0.0
,,CA,MORTGAGE,550000.0,Source Verified,7.0,,,,0,,2003,2,18,5,967800,300222,0,0,,0,0,0,1,3.0,5,0.0,0,2,39500,9,3,3,6,100.0,0,0,home_improvement,individual,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,whole,Cash,35863.52,4895.25,4136.48,758.77,0.0
vice president of engineering,10.0,TX,OWN,180000.0,Verified,6.59,180000.0,Not Verified,8.59,0,61.0,1983,0,12,3,62394,41268,0,0,,0,0,1,2,17.0,3,0.0,0,1,9000,5,2,1,2,91.7,0,0,medical,joint,3200,36,6.08,97.47,A,A2,Feb-2018,Current,whole,Cash,2872.49,385.64,327.51,58.13,0.0
program analyst,10.0,MD,MORTGAGE,106000.0,Source Verified,7.02,,,,0,,1995,1,29,7,588312,53230,0,0,,0,0,1,2,7.0,7,0.0,0,2,35600,11,3,2,6,100.0,0,0,debt_consolidation,individual,21000,60,10.9,455.55,B,B4,Mar-2018,Current,whole,Cash,20147.51,1403.93,852.49,551.44,0.0
detective investigator  ,10.0,TX,OWN,120000.0,Not Verified,17.23,,,,0,,1999,0,28,10,162525,39201,0,0,,0,0,2,4,17.0,10,0.0,0,2,70000,18,8,2,2,100.0,0,0,home_improvement,individual,10000,36,5.32,301.15,A,A1,Jan-2018,Fully Paid,whole,Cash,0.0,10010.3455555558,10000.0,10.35,0.0
loan consultant,2.0,CO,RENT,195000.0,Source Verified,4.57,,,,0,,2012,1,12,11,47772,45325,0,0,,0,0,9,8,9.0,11,0.0,0,1,600,3,2,2,0,100.0,0,0,debt_consolidation,individual,32000,60,12.62,721.89,C,C1,Feb-2018,Current,whole,Cash,30434.09,2865.12,1565.91,1299.21,0.0
operations manager,10.0,CA,MORTGAGE,160000.0,Not Verified,6.03,,,,0,47.0,1993,5,25,6,674708,31273,0,0,,0,614,1,1,4.0,6,0.0,0,2,18500,14,4,2,4,96.0,0,0,debt_consolidation,individual,20000,60,9.93,424.26,B,B2,Jan-2018,Current,whole,Cash,18684.61,2099.23,1315.39,783.84,0.0
funeral director and supervisor,7.0,PA,RENT,780000.0,Source Verified,3.1,,,,0,42.0,1995,3,41,19,137675,82432,0,0,60.0,0,0,6,10,1.0,19,0.0,0,10,60500,18,13,11,1,87.2,0,0,debt_consolidation,individual,12000,36,10.91,392.36,B,B4,Jan-2018,Current,whole,Cash,10557.71,1954.53,1442.29,512.24,0.0
fiduciary trust officer,10.0,UT,RENT,107000.0,Source Verified,15.88,,,,2,13.0,2000,4,27,17,345588,141401,0,0,13.0,0,50,8,5,4.0,17,0.0,0,3,24300,10,7,5,3,92.6,0,0,credit_card,individual,6000,36,10.91,196.18,B,B4,Jan-2018,Current,whole,Cash,5425.71,781.08,574.29,206.79,0.0
nursing shift supervisor,8.0,GA,MORTGAGE,102000.0,Source Verified,3.49,,,,1,8.0,2008,2,22,8,130892,13278,0,0,,0,0,2,5,3.0,8,0.0,0,1,2000,11,4,4,4,90.9,0,0,major_purchase,individual,20000,60,25.82,596.68,E,E4,Jan-2018,Current,whole,Cash,19131.7,2926.02,868.3,2057.72,0.0
paralegal ,4.0,FL,OWN,159000.0,Not Verified,13.14,,,,0,68.0,2002,1,33,12,366595,60740,0,0,,0,0,6,7,6.0,12,0.0,0,3,23600,15,5,5,2,93.9,0,0,credit_card,individual,9600,36,7.97,300.7,A,A5,Feb-2018,Current,whole,Cash,8642.76,1198.55,957.24,241.31,0.0
assistant professor,2.0,IL,RENT,112914.0,Not Verified,18.6,,,,0,,1997,0,18,6,247132,209838,0,0,,0,0,2,1,23.0,6,0.0,0,3,43900,4,4,4,0,100.0,0,0,debt_consolidation,individual,20000,60,9.44,419.46,B,B1,Feb-2018,Current,whole,Cash,18939.06,1656.86,1060.94,595.92,0.0
technician,10.0,NY,MORTGAGE,150000.0,Source Verified,19.77,,,,0,45.0,1998,11,54,16,625020,85097,0,0,45.0,0,0,3,12,0.0,16,0.0,0,7,68100,29,12,9,1,85.2,0,0,credit_card,individual,40000,60,11.98,889.38,B,B5,Mar-2018,Current,whole,DirectPay,38515.13,2535.04,1484.87,1050.17,0.0
pilot,8.0,CA,RENT,175000.0,Verified,0.35,,,,0,,1999,0,5,5,30300,796,0,0,,0,0,0,1,14.0,5,0.0,0,2,30300,5,5,2,0,100.0,0,0,major_purchase,individual,15000,36,13.59,509.69,C,C2,Jan-2018,In Grace Period,whole,Cash,13617.47,2027.44,1382.53,644.91,0.0
medical imagining manager,10.0,MT,MORTGAGE,110000.0,Source Verified,7.38,140000.0,Not Verified,11.31,0,28.0,1997,0,19,6,309195,33258,0,0,31.0,0,0,1,2,14.0,6,0.0,0,0,18600,10,4,1,5,89.5,0,0,debt_consolidation,joint,24000,60,9.93,509.11,B,B2,Jan-2018,Current,whole,Cash,22421.54,2532.31,1578.46,953.85,0.0
director of sales,1.0,CA,RENT,110000.0,Verified,17.1,,,,0,50.0,2003,0,27,16,75321,50175,0,0,69.0,0,0,2,4,15.0,16,0.0,0,6,19300,21,14,12,1,88.9,0,0,debt_consolidation,individual,7200,36,14.07,246.33,C,C3,Mar-2018,Current,fractional,Cash,6708.55,733.36,491.45,241.91,0.0
er nurse - clinical trauma specialist,10.0,TX,MORTGAGE,212500.0,Source Verified,8.88,,,,1,18.0,2010,1,34,22,364781,101212,0,0,,0,0,0,6,3.0,22,0.0,0,12,195800,26,21,13,2,97.1,0,0,credit_card,individual,20000,36,6.72,614.99,A,A3,Feb-2018,Current,fractional,Cash,17971.08,2452.49,2028.92,423.57,0.0
general manager,10.0,FL,OWN,115000.0,Source Verified,17.64,,,,0,,2004,5,46,16,471316,79729,0,1,,0,0,2,10,0.0,16,0.0,0,4,18500,19,13,9,6,100.0,0,1,debt_consolidation,individual,25000,60,10.42,536.36,B,B3,Jan-2018,Current,whole,DirectPay,23375.65,2667.33,1624.35,1042.98,0.0
driver,10.0,CA,MORTGAGE,150000.0,Source Verified,17.11,220000.0,Source Verified,17.6,0,,2003,11,60,25,753199,99680,0,0,,0,0,2,13,1.0,25,0.0,0,8,118500,39,22,13,3,100.0,0,0,debt_consolidation,joint,16000,60,14.08,372.96,C,C3,Jan-2018,Current,fractional,Cash,15051.88,1839.77,948.12,891.65,0.0
president,10.0,FL,MORTGAGE,258000.0,Verified,10.8,,,,0,,2005,12,17,12,157247,99047,0,0,,0,0,5,3,0.0,12,0.0,0,5,43000,9,7,6,1,100.0,0,0,debt_consolidation,individual,30000,36,17.09,1070.93,D,D1,Jan-2018,Late (31-120 days),fractional,Cash,28703.47,2113.38,1296.53,816.85,0.0
general manager,10.0,CA,MORTGAGE,280000.0,Source Verified,0.06,,,,0,,2005,1,25,4,316981,13,0,1,,0,0,0,3,3.0,4,0.0,0,1,3400,6,3,1,6,100.0,0,1,home_improvement,individual,40000,36,10.91,1307.85,B,B4,Feb-2018,Fully Paid,whole,Cash,0.0,41534.1312716904,40000.0,1534.13,0.0
senior vice president,5.0,MD,MORTGAGE,325000.0,Source Verified,8.15,,,,0,,1994,3,44,19,793009,100019,0,0,,0,0,1,7,1.0,19,0.0,0,8,96300,22,14,11,10,100.0,0,0,credit_card,individual,35000,36,6.71,1076.07,A,A3,Mar-2018,Current,whole,Cash,32345.77,3215.16,2654.23,560.93,0.0
atc ,10.0,NH,RENT,170000.0,Not Verified,4.77,340000.0,Not Verified,16.85,1,16.0,2003,0,32,13,70375,44157,0,0,37.0,0,0,1,5,19.0,13,0.0,0,9,34300,26,12,12,1,71.9,0,0,major_purchase,joint,40000,60,11.98,889.38,B,B5,Mar-2018,Current,whole,Cash,39015.01,1725.52,984.99,740.53,0.0
manager,1.0,OH,RENT,115000.0,Source Verified,11.58,,,,0,57.0,2000,1,18,9,51218,30643,0,0,,0,0,2,6,12.0,9,0.0,0,3,10800,8,7,6,0,94.4,0,0,credit_card,individual,10000,36,9.44,320.05,B,B1,Jan-2018,Current,whole,Cash,8773.94,1589.76,1226.06,363.7,0.0
principal internal auditor,10.0,NY,MORTGAGE,150000.0,Source Verified,18.93,,,,0,,1998,0,27,16,671278,361964,0,0,,0,0,2,5,15.0,16,0.0,0,4,39300,17,12,12,4,100.0,0,0,credit_card,individual,20000,36,13.58,679.48,C,C2,Mar-2018,Current,whole,Cash,18625.12,2023.35,1374.88,648.47,0.0
software engineer,2.0,AL,MORTGAGE,144000.0,Not Verified,23.82,,,,0,,2005,0,46,24,478340,182904,0,0,,0,0,12,4,18.0,24,0.0,0,5,98900,16,11,7,1,100.0,0,0,credit_card,individual,25000,36,6.08,761.46,A,A2,Jan-2018,Current,fractional,Cash,21793.71,3798.86,3206.29,592.57,0.0
sports editor,10.0,HI,RENT,111000.0,Not Verified,24.46,,,,0,,1994,0,28,23,166350,70199,0,1,,0,0,5,4,21.0,23,0.0,0,11,107000,23,18,11,0,100.0,1,0,credit_card,individual,25000,36,7.35,775.94,A,A4,Feb-2018,Current,whole,Cash,22485.76,3093.55,2514.24,579.31,0.0
it manager,10.0,MI,OWN,110000.0,Source Verified,31.07,237000.0,Source Verified,22.69,3,22.0,1995,0,22,14,194215,130457,0,0,,0,0,9,3,17.0,14,0.0,0,3,24500,9,5,3,0,86.4,0,0,home_improvement,joint,30000,60,24.84,877.73,E,E3,Mar-2018,Current,whole,Cash,29213.76,2591.79,786.24,1805.55,0.0
quality team leader,5.0,GA,MORTGAGE,131000.0,Verified,18.96,,,,1,20.0,2001,0,36,17,233587,48112,0,0,,0,0,3,5,19.0,17,0.0,0,7,23400,29,12,9,2,97.1,0,0,moving,individual,19000,36,14.08,650.12,C,C3,Feb-2018,Current,fractional,Cash,17260.94,2555.9,1739.06,816.84,0.0
attorney owner,10.0,CA,MORTGAGE,275000.0,Source Verified,12.0,,,,0,25.0,1994,5,69,35,610218,98337,0,0,,0,0,4,12,3.0,35,0.0,0,10,143600,46,29,13,1,97.1,0,0,credit_card,individual,20000,36,6.07,609.08,A,A2,Mar-2018,Current,fractional,Cash,18468.54,1813.75,1531.46,282.29,0.0
attorney ,10.0,OK,MORTGAGE,212000.0,Source Verified,11.96,227000.0,Not Verified,11.37,0,,2000,1,45,14,376883,142365,0,0,,0,0,4,3,6.0,14,0.0,0,4,72000,15,9,5,4,100.0,0,0,debt_consolidation,joint,25000,36,9.43,800.01,B,B1,Feb-2018,Current,fractional,Cash,22557.19,3186.94,2442.81,744.13,0.0
qa developer,2.0,CA,RENT,189000.0,Verified,13.26,381000.0,Source Verified,11.52,0,,1993,1,23,14,144608,112820,0,1,,0,0,5,4,3.0,14,0.0,0,6,15800,15,9,7,0,100.0,0,1,credit_card,joint,32000,60,15.05,762.12,C,C4,Feb-2018,Current,whole,Cash,30529.48,3021.72,1470.52,1551.2,0.0
national account executive ,4.0,NY,OWN,125000.0,Source Verified,19.7,,,,4,16.0,1999,2,19,10,243676,73620,0,0,17.0,0,75,5,4,5.0,10,0.0,0,3,13400,6,3,3,3,57.9,0,0,debt_consolidation,individual,7000,36,16.02,246.17,C,C5,Jan-2018,Current,fractional,Cash,6215.74,1224.62,784.26,440.36,0.0
sales,10.0,MD,MORTGAGE,175000.0,Source Verified,10.79,,,,0,82.0,1995,1,24,12,602937,94690,0,0,,0,185,2,7,7.0,12,0.0,0,3,61700,13,9,3,2,95.7,0,0,credit_card,individual,35000,60,9.93,742.45,B,B2,Jan-2018,Fully Paid,whole,Cash,0.0,35115.8483333338,35000.0,115.85,0.0
correctional officer,10.0,CA,MORTGAGE,120000.0,Verified,9.25,,,,1,21.0,2006,0,14,5,41312,26423,0,0,,0,0,3,3,,5,0.0,0,0,0,3,2,2,2,84.6,0,0,debt_consolidation,individual,20000,60,17.47,502.12,D,D1,Mar-2018,Current,whole,Cash,19357.88,1467.54,642.12,825.42,0.0
principal consultant,10.0,WA,RENT,132000.0,Source Verified,0.31,,,,0,,2008,0,12,4,34200,3059,0,0,,0,0,0,3,,4,0.0,0,2,33500,11,4,3,0,100.0,0,0,other,individual,40000,36,6.72,1229.97,A,A3,Feb-2018,Current,whole,Cash,35942.19,4904.95,4057.81,847.14,0.0
president,10.0,FL,MORTGAGE,400000.0,Verified,12.7,,,,0,72.0,1998,0,30,14,233712,119392,0,0,72.0,0,0,5,1,,14,0.0,0,3,43600,15,8,5,4,96.7,0,0,home_improvement,individual,30675,36,5.32,923.78,A,A1,Jan-2018,Current,fractional,Cash,26700.98,4600.77,3974.02,626.75,0.0
general manager,8.0,AL,MORTGAGE,136000.0,Verified,11.33,,,,0,28.0,2003,3,26,14,321476,79454,0,0,36.0,0,0,3,9,3.0,14,0.0,0,4,29000,19,10,5,2,80.8,0,0,credit_card,individual,10000,36,13.58,339.74,C,C2,Mar-2018,Current,fractional,Cash,9312.56,1004.13,687.44,316.69,0.0
sr principal consultant,10.0,TX,MORTGAGE,194000.0,Source Verified,15.07,,,,0,,1983,2,19,13,109700,82404,0,1,,0,0,3,9,0.0,13,0.0,0,3,32200,12,9,4,0,100.0,0,1,home_improvement,individual,24000,36,11.99,797.03,B,B5,Jan-2018,Current,whole,Cash,21157.61,3969.16,2842.39,1126.77,0.0
svp operations ,10.0,AR,MORTGAGE,260000.0,Source Verified,7.85,,,,0,27.0,1995,1,36,19,231949,56102,0,0,45.0,0,0,4,6,8.0,19,0.0,0,4,43500,22,13,6,4,80.6,0,0,debt_consolidation,individual,32000,36,6.72,983.98,A,A3,Jan-2018,Current,whole,Cash,27930.78,4907.95,4069.22,838.73,0.0
project manager,3.0,GA,MORTGAGE,125000.0,Source Verified,23.91,,,,0,,1994,1,30,13,446748,99660,0,0,,0,0,2,3,3.0,13,0.0,0,4,48500,17,10,6,4,100.0,0,0,debt_consolidation,individual,12000,36,14.07,410.54,C,C3,Mar-2018,Current,fractional,Cash,11180.95,1212.86,819.05,393.81,0.0
project manager,4.0,FL,MORTGAGE,102000.0,Source Verified,21.59,,,,0,,2010,5,19,15,394039,102500,0,1,,0,0,2,8,0.0,15,0.0,0,3,26600,13,12,7,1,100.0,0,1,other,individual,10000,36,16.02,351.67,C,C5,Feb-2018,Fully Paid,fractional,Cash,0.0,10005.785,10000.0,5.79,0.0
manager,10.0,GA,MORTGAGE,150000.0,Verified,35.0,,,,0,37.0,1997,0,51,29,381206,183352,0,0,,0,0,4,3,,29,0.0,0,12,124100,34,24,13,5,98.0,0,0,debt_consolidation,individual,35000,36,16.01,1230.67,C,C5,Mar-2018,Fully Paid,fractional,Cash,0.0,35572.1803547937,35000.0,572.18,0.0
aftermarket expeditor,10.0,FL,RENT,109000.0,Not Verified,7.14,,,,0,,2007,1,24,8,38818,25345,0,0,,0,0,1,7,6.0,8,0.0,0,5,17000,9,7,7,1,100.0,0,0,debt_consolidation,individual,14000,36,10.42,454.51,B,B3,Feb-2018,Current,whole,Cash,12500.0,1948.56,1500.0,448.56,0.0
owner,10.0,TX,MORTGAGE,125000.0,Not Verified,27.94,,,,0,69.0,2006,2,30,15,235882,114633,1,0,,0,197,5,5,4.0,15,0.0,0,5,32000,14,9,6,1,93.3,0,0,debt_consolidation,individual,24000,36,12.62,804.27,C,C1,Jan-2018,Current,fractional,Cash,21182.0,4004.52,2818.0,1186.52,0.0
director transformation,10.0,WI,MORTGAGE,150000.0,Verified,34.39,,,,0,48.0,1999,2,26,10,581926,161803,0,0,48.0,0,0,1,2,3.0,10,0.0,0,4,80500,14,6,5,6,70.8,0,0,debt_consolidation,individual,40000,36,6.72,1229.97,A,A3,Jan-2018,Current,whole,DirectPay,34913.5,6134.92,5086.5,1048.42,0.0
officer,9.0,FL,MORTGAGE,110000.0,Not Verified,19.32,,,,2,8.0,1998,1,37,18,326649,40522,0,0,,0,0,7,7,11.0,18,0.0,0,5,57800,17,10,6,4,94.4,0,0,debt_consolidation,individual,25000,36,6.71,768.62,A,A3,Mar-2018,In Grace Period,whole,Cash,23738.83,1518.6,1261.17,257.43,0.0
director of finance,2.0,IL,MORTGAGE,166600.0,Source Verified,21.26,,,,0,,2007,2,29,9,842451,177958,0,0,,0,0,1,5,11.0,9,0.0,0,2,106500,17,7,3,5,100.0,0,0,credit_card,individual,40000,36,6.07,1218.15,A,A2,Mar-2018,Current,whole,DirectPay,36937.11,3640.96,3062.89,578.07,0.0
process operator ,1.0,LA,MORTGAGE,109000.0,Source Verified,2.85,,,,2,17.0,2005,6,17,7,340590,9185,0,0,,0,0,1,6,1.0,7,0.0,0,2,10500,8,5,3,1,81.3,0,0,home_improvement,individual,15000,60,17.47,376.59,D,D1,Mar-2018,Current,whole,Cash,14518.41,1100.65,481.59,619.06,0.0
rn/manager,7.0,SD,MORTGAGE,112000.0,Not Verified,26.4,,,,0,,1999,2,45,12,178249,105156,0,0,,0,0,4,6,4.0,12,0.0,0,3,40500,16,7,5,12,100.0,0,0,debt_consolidation,individual,35000,60,13.58,806.79,C,C2,Mar-2018,Current,whole,DirectPay,33753.88,2393.96,1246.12,1147.84,0.0
owner,10.0,NV,RENT,260000.0,Source Verified,8.46,,,,0,45.0,2005,9,18,10,95855,73309,0,0,45.0,0,0,2,8,3.0,10,0.0,0,4,16600,10,8,6,2,88.9,0,0,debt_consolidation,individual,16000,36,7.97,501.17,A,A5,Jan-2018,Current,fractional,DirectPay,14404.58,1997.6,1595.42,402.18,0.0
senior database administrator,2.0,MO,MORTGAGE,120000.0,Source Verified,5.15,,,,1,13.0,2001,1,20,9,77000,13156,1,1,13.0,0,0,1,5,4.0,9,0.0,0,1,48400,10,8,2,0,95.0,0,1,debt_consolidation,individual,18000,36,6.71,553.41,A,A3,Mar-2018,Current,whole,Cash,16634.11,1687.07,1365.89,321.18,0.0
ccht,3.0,MI,RENT,300000.0,Source Verified,3.78,,,,2,7.0,2012,0,13,9,56696,37087,0,0,7.0,0,0,3,6,21.0,9,0.0,0,5,12600,10,6,5,0,84.6,0,0,other,individual,10000,36,14.08,342.17,C,C3,Jan-2018,Current,whole,Cash,8849.12,1703.03,1150.88,552.15,0.0
program manager,4.0,IN,MORTGAGE,111996.0,Not Verified,15.31,,,,0,74.0,2005,1,22,12,293091,46479,0,0,,0,0,2,2,12.0,12,0.0,0,6,53900,12,8,7,3,95.2,0,0,debt_consolidation,individual,30000,60,11.99,667.19,B,B5,Feb-2018,Current,whole,DirectPay,28508.06,2668.03,1491.94,1176.09,0.0
owner,10.0,NC,MORTGAGE,350000.0,Verified,7.65,,,,1,16.0,1996,3,23,16,517736,103057,0,0,,0,350,4,4,3.0,16,0.0,0,6,34000,16,11,9,1,87.0,0,0,debt_consolidation,individual,34975,60,21.85,963.0,D,D5,Mar-2018,Current,whole,Cash,34316.73,1841.09,658.27,1182.82,0.0
product owner ,1.0,NH,RENT,110000.0,Verified,23.45,,,,0,,2001,0,17,10,99242,89497,0,0,,0,0,3,0,,10,0.0,0,2,22700,13,7,7,0,100.0,0,0,credit_card,individual,40000,36,11.99,1328.39,B,B5,Jan-2018,Current,whole,Cash,36229.06,5286.92,3770.94,1515.98,0.0
sales,2.0,SC,RENT,375000.0,Not Verified,7.04,,,,0,61.0,2006,0,11,4,115778,84991,1,0,61.0,0,84,2,0,20.0,4,0.0,0,1,30000,4,2,1,1,100.0,0,0,small_business,individual,40000,36,9.44,1280.2,B,B1,Jan-2018,Current,whole,Cash,35095.78,6380.02,4904.22,1475.8,0.0
director of customer excellenc,0.0,MO,OWN,107000.0,Not Verified,25.52,,,,1,12.0,2000,1,38,16,336740,118767,0,0,,0,0,5,3,10.0,16,0.0,0,2,35300,17,10,5,1,97.4,0,0,car,individual,4000,36,10.41,129.85,B,B3,Mar-2018,Current,whole,Cash,3712.06,381.46,287.94,93.52,0.0
,,CA,RENT,252000.0,Source Verified,2.25,,,,0,,2001,0,40,23,103400,16635,0,0,,0,0,0,6,13.0,23,0.0,0,15,75200,37,23,17,1,100.0,0,0,credit_card,individual,10000,36,6.72,307.5,A,A3,Feb-2018,Current,whole,Cash,9241.27,918.77,758.73,160.04,0.0
project manager,2.0,OR,MORTGAGE,110000.0,Not Verified,10.28,,,,0,24.0,2004,6,24,8,388138,36328,0,0,,0,0,2,7,0.0,8,0.0,0,3,7800,11,5,3,3,77.3,0,0,debt_consolidation,individual,30000,60,16.01,729.71,C,C5,Mar-2018,Current,whole,Cash,28998.37,2162.45,1001.63,1160.82,0.0
director project management,10.0,CA,MORTGAGE,190000.0,Not Verified,5.29,,,,0,76.0,2003,1,11,7,558553,46834,0,0,76.0,0,0,1,4,3.0,7,0.0,0,3,5900,6,5,4,2,100.0,0,0,credit_card,individual,6000,36,7.34,186.2,A,A4,Mar-2018,Current,whole,Cash,5548.75,553.71,451.25,102.46,0.0
